competitor,product_id,price,scrape_ts,event_date
GrocerX,P100000,1.25,2025-08-15T17:57:11,2025-08-15
MarketHub,P100000,1.53,2025-08-15T20:36:28,2025-08-15
ValueFoods,P100000,1.10,2025-08-15T12:34:24,2025-08-15
UrbanMart,P100000,1.39,2025-08-15T11:03:30,2025-08-15
GrocerX,P100001,3.02,2025-08-15T18:05:25,2025-08-15
ValueFoods,P100001,5.16,2025-08-15T03:00:33,2025-08-15
UrbanMart,P100001,4.79,2025-08-15T19:51:53,2025-08-15
GrocerX,P100002,10.92,2025-08-15T15:16:02,2025-08-15
MarketHub,P100002,8.75,2025-08-15T14:54:05,2025-08-15
ValueFoods,P100002,7.55,2025-08-15T19:39:51,2025-08-15
UrbanMart,P100002,6.93,2025-08-15T18:05:27,2025-08-15
GrocerX,P100003,5.95,2025-08-15T12:51:03,2025-08-15
MarketHub,P100003,7.29,2025-08-15T07:44:39,2025-08-15
ValueFoods,P100003,6.92,2025-08-15T08:35:50,2025-08-15
UrbanMart,P100003,6.07,2025-08-15T01:28:17,2025-08-15
GrocerX,P100004,12.68,2025-08-15T22:00:57,2025-08-15
MarketHub,P100004,11.40,2025-08-15T13:16:26,2025-08-15
UrbanMart,P100004,12.71,2025-08-15T13:50:01,2025-08-15
MarketHub,P100005,7.92,2025-08-15T13:05:37,2025-08-15
UrbanMart,P100005,8.49,2025-08-15T20:48:06,2025-08-15
GrocerX,P100006,3.53,2025-08-15T11:05:36,2025-08-15
MarketHub,P100006,3.45,2025-08-15T16:15:20,2025-08-15
ValueFoods,P100006,4.15,2025-08-15T02:53:49,2025-08-15
UrbanMart,P100006,2.47,2025-08-15T18:51:32,2025-08-15
GrocerX,P100007,8.19,2025-08-15T22:25:11,2025-08-15
MarketHub,P100007,7.22,2025-08-15T22:31:52,2025-08-15
UrbanMart,P100007,5.47,2025-08-15T21:56:41,2025-08-15
MarketHub,P100008,4.53,2025-08-15T04:20:29,2025-08-15
ValueFoods,P100008,2.67,2025-08-15T14:31:42,2025-08-15
GrocerX,P100009,3.04,2025-08-15T19:37:29,2025-08-15
MarketHub,P100009,3.85,2025-08-15T16:07:05,2025-08-15
ValueFoods,P100009,2.82,2025-08-15T17:44:39,2025-08-15
UrbanMart,P100009,1.97,2025-08-15T19:59:25,2025-08-15
GrocerX,P100010,0.64,2025-08-15T09:25:46,2025-08-15
MarketHub,P100010,0.67,2025-08-15T23:06:58,2025-08-15
GrocerX,P100011,5.30,2025-08-15T09:32:32,2025-08-15
MarketHub,P100011,7.65,2025-08-15T15:55:50,2025-08-15
ValueFoods,P100011,5.23,2025-08-15T04:01:16,2025-08-15
UrbanMart,P100011,8.39,2025-08-15T22:21:24,2025-08-15
GrocerX,P100012,9.28,2025-08-15T19:01:16,2025-08-15
MarketHub,P100012,10.85,2025-08-15T19:35:02,2025-08-15
ValueFoods,P100012,9.86,2025-08-15T03:50:41,2025-08-15
GrocerX,P100013,3.87,2025-08-15T19:32:15,2025-08-15
MarketHub,P100013,4.06,2025-08-15T11:40:47,2025-08-15
ValueFoods,P100013,4.39,2025-08-15T22:43:46,2025-08-15
UrbanMart,P100013,4.77,2025-08-15T18:54:09,2025-08-15
GrocerX,P100014,7.18,2025-08-15T15:57:29,2025-08-15
MarketHub,P100014,6.42,2025-08-15T08:06:41,2025-08-15
ValueFoods,P100014,6.07,2025-08-15T09:38:14,2025-08-15
UrbanMart,P100014,9.67,2025-08-15T06:17:36,2025-08-15
GrocerX,P100015,8.02,2025-08-15T15:12:18,2025-08-15
MarketHub,P100015,8.27,2025-08-15T12:55:05,2025-08-15
UrbanMart,P100015,6.94,2025-08-15T07:42:45,2025-08-15
GrocerX,P100016,0.49,2025-08-15T20:05:45,2025-08-15
MarketHub,P100016,0.40,2025-08-15T21:21:06,2025-08-15
ValueFoods,P100016,0.53,2025-08-15T21:16:20,2025-08-15
GrocerX,P100017,5.60,2025-08-15T07:21:39,2025-08-15
UrbanMart,P100017,4.78,2025-08-15T11:36:47,2025-08-15
GrocerX,P100018,6.55,2025-08-15T17:49:41,2025-08-15
MarketHub,P100018,5.01,2025-08-15T13:09:57,2025-08-15
ValueFoods,P100018,3.89,2025-08-15T05:14:24,2025-08-15
UrbanMart,P100018,6.36,2025-08-15T20:01:28,2025-08-15
GrocerX,P100019,3.36,2025-08-15T02:54:35,2025-08-15
ValueFoods,P100019,4.22,2025-08-15T14:43:39,2025-08-15
UrbanMart,P100019,4.76,2025-08-15T22:03:18,2025-08-15
GrocerX,P100020,3.48,2025-08-15T21:20:19,2025-08-15
ValueFoods,P100020,3.75,2025-08-15T23:22:14,2025-08-15
UrbanMart,P100020,3.13,2025-08-15T05:59:27,2025-08-15
GrocerX,P100021,2.61,2025-08-15T15:22:29,2025-08-15
MarketHub,P100021,3.05,2025-08-15T21:13:36,2025-08-15
UrbanMart,P100021,2.08,2025-08-15T13:14:06,2025-08-15
GrocerX,P100022,5.05,2025-08-15T10:53:44,2025-08-15
MarketHub,P100022,5.21,2025-08-15T02:24:13,2025-08-15
ValueFoods,P100022,6.49,2025-08-15T23:16:52,2025-08-18
GrocerX,P100023,7.33,2025-08-15T06:12:17,2025-08-15
ValueFoods,P100023,8.48,2025-08-15T15:56:17,2025-08-15
UrbanMart,P100023,11.60,2025-08-15T08:57:36,2025-08-15
GrocerX,P100024,0.46,2025-08-15T02:02:27,2025-08-15
MarketHub,P100024,0.55,2025-08-15T22:29:32,2025-08-15
ValueFoods,P100024,0.69,2025-08-15T08:34:07,2025-08-15
UrbanMart,P100024,0.57,2025-08-15T16:02:31,2025-08-15
GrocerX,P100025,8.90,2025-08-15T06:08:56,2025-08-15
MarketHub,P100025,9.96,2025-08-15T14:01:24,2025-08-15
ValueFoods,P100025,11.21,2025-08-15T01:37:32,2025-08-15
GrocerX,P100026,12.13,2025-08-15T14:11:10,2025-08-15
MarketHub,P100026,16.64,2025-08-15T03:00:28,2025-08-15
UrbanMart,P100026,10.71,2025-08-15T14:45:32,2025-08-15
GrocerX,P100027,2.89,2025-08-15T02:48:10,2025-08-15
MarketHub,P100027,3.30,2025-08-15T16:09:13,2025-08-15
ValueFoods,P100027,4.44,2025-08-15T13:54:53,2025-08-15
UrbanMart,P100027,4.63,2025-08-15T15:23:43,2025-08-15
MarketHub,P100028,0.43,2025-08-15T04:54:36,2025-08-15
ValueFoods,P100028,0.50,2025-08-15T06:21:15,2025-08-15
UrbanMart,P100028,0.33,2025-08-15T13:19:27,2025-08-15
GrocerX,P100029,0.53,2025-08-15T08:38:46,2025-08-15
UrbanMart,P100029,0.42,2025-08-15T03:29:43,2025-08-15
GrocerX,P100030,4.66,2025-08-15T22:38:02,2025-08-15
MarketHub,P100030,3.42,2025-08-15T11:15:26,2025-08-15
ValueFoods,P100030,5.10,2025-08-15T11:28:56,2025-08-15
UrbanMart,P100030,5.64,2025-08-15T03:49:11,2025-08-15
GrocerX,P100031,14.51,2025-08-15T01:27:38,2025-08-15
ValueFoods,P100031,10.05,2025-08-15T16:39:56,2025-08-15
UrbanMart,P100031,12.04,2025-08-15T23:08:00,2025-08-15
GrocerX,P100032,5.97,2025-08-15T18:59:57,2025-08-15
MarketHub,P100032,8.15,2025-08-15T02:27:45,2025-08-15
ValueFoods,P100032,6.98,2025-08-15T07:27:06,2025-08-15
UrbanMart,P100032,8.40,2025-08-15T12:54:14,2025-08-15
GrocerX,P100033,10.43,2025-08-15T18:08:26,2025-08-15
MarketHub,P100033,9.01,2025-08-15T05:19:56,2025-08-15
ValueFoods,P100033,6.05,2025-08-15T21:16:45,2025-08-15
UrbanMart,P100033,9.84,2025-08-15T16:17:33,2025-08-15
MarketHub,P100034,4.18,2025-08-15T18:59:13,2025-08-15
ValueFoods,P100034,5.21,2025-08-15T02:38:34,2025-08-15
UrbanMart,P100034,5.78,2025-08-15T01:59:26,2025-08-15
