competitor,product_id,price,scrape_ts,event_date
MarketHub,P100000,0.97,2025-08-29T18:42:14,2025-08-29
ValueFoods,P100000,1.08,2025-08-29T03:51:59,2025-08-29
UrbanMart,P100000,1.71,2025-08-29T22:18:19,2025-08-29
GrocerX,P100001,5.16,2025-08-29T09:48:04,2025-08-29
MarketHub,P100001,4.90,2025-08-29T17:00:47,2025-08-29
ValueFoods,P100001,3.58,2025-08-29T10:28:58,2025-08-29
UrbanMart,P100001,5.49,2025-08-29T14:30:48,2025-08-29
GrocerX,P100002,10.10,2025-08-29T16:40:48,2025-08-29
MarketHub,P100002,11.62,2025-08-29T19:50:32,2025-08-29
ValueFoods,P100002,11.87,2025-08-29T07:12:05,2025-08-29
UrbanMart,P100002,9.48,2025-08-29T21:46:34,2025-08-29
GrocerX,P100003,8.39,2025-08-29T03:32:47,2025-08-29
MarketHub,P100003,8.10,2025-08-29T18:38:42,2025-08-29
GrocerX,P100004,10.01,2025-08-29T20:29:03,2025-08-29
ValueFoods,P100004,11.26,2025-08-29T20:04:39,2025-08-29
UrbanMart,P100004,11.47,2025-08-29T05:33:10,2025-08-29
GrocerX,P100005,10.40,2025-08-29T07:04:18,2025-08-29
MarketHub,P100005,10.12,2025-08-29T01:15:36,2025-08-29
UrbanMart,P100005,8.96,2025-08-29T21:06:38,2025-08-29
GrocerX,P100006,4.24,2025-08-29T07:24:56,2025-08-29
ValueFoods,P100006,2.71,2025-08-29T16:00:28,2025-08-29
UrbanMart,P100006,5.00,2025-08-29T00:11:08,2025-08-29
GrocerX,P100007,9.67,2025-08-29T01:33:42,2025-08-29
MarketHub,P100007,5.14,2025-08-29T17:53:10,2025-08-29
ValueFoods,P100007,6.41,2025-08-29T18:15:53,2025-08-29
GrocerX,P100008,3.19,2025-08-29T09:30:29,2025-08-29
MarketHub,P100008,1.95,2025-08-29T01:43:22,2025-08-29
ValueFoods,P100008,3.57,2025-08-29T14:35:09,2025-08-29
UrbanMart,P100008,4.55,2025-08-29T11:14:01,2025-08-29
GrocerX,P100009,2.94,2025-08-29T21:18:59,2025-08-29
MarketHub,P100009,2.54,2025-08-29T22:46:46,2025-08-29
ValueFoods,P100009,3.26,2025-08-29T06:51:06,2025-08-29
UrbanMart,P100009,2.98,2025-08-29T15:39:22,2025-08-29
GrocerX,P100010,0.57,2025-08-29T11:03:28,2025-08-29
MarketHub,P100010,0.53,2025-08-29T12:17:41,2025-08-29
