competitor,product_id,price,scrape_ts,event_date
GrocerX,P100000,1.50,2025-08-20T19:59:09,2025-08-20
MarketHub,P100000,1.05,2025-08-20T05:05:44,2025-08-20
ValueFoods,P100000,1.69,2025-08-20T15:25:00,2025-08-20
UrbanMart,P100000,1.15,2025-08-20T23:27:48,2025-08-20
GrocerX,P100001,5.63,2025-08-20T21:22:56,2025-08-20
MarketHub,P100001,5.85,2025-08-20T02:11:44,2025-08-20
ValueFoods,P100001,5.80,2025-08-20T11:10:09,2025-08-20
GrocerX,P100002,11.66,2025-08-20T00:30:44,2025-08-20
MarketHub,P100002,11.51,2025-08-20T20:33:01,2025-08-20
ValueFoods,P100002,13.03,2025-08-20T19:17:26,2025-08-20
GrocerX,P100003,10.65,2025-08-20T13:18:17,2025-08-20
MarketHub,P100003,7.44,2025-08-20T17:31:13,2025-08-20
ValueFoods,P100003,10.27,2025-08-20T23:08:05,2025-08-20
UrbanMart,P100003,6.93,2025-08-20T15:27:34,2025-08-20
GrocerX,P100004,10.01,2025-08-20T06:46:26,2025-08-20
MarketHub,P100004,14.29,2025-08-20T12:57:17,2025-08-20
ValueFoods,P100004,6.79,2025-08-20T02:43:38,2025-08-20
UrbanMart,P100004,7.46,2025-08-20T19:46:08,2025-08-20
GrocerX,P100006,4.42,2025-08-20T06:03:19,2025-08-20
MarketHub,P100006,3.54,2025-08-20T20:00:47,2025-08-20
UrbanMart,P100006,2.72,2025-08-20T13:18:54,2025-08-20
GrocerX,P100007,7.95,2025-08-20T12:20:11,2025-08-20
MarketHub,P100007,6.41,2025-08-20T10:27:05,2025-08-20
ValueFoods,P100007,9.57,2025-08-20T22:32:30,2025-08-20
UrbanMart,P100007,8.51,2025-08-20T18:07:26,2025-08-20
GrocerX,P100008,3.53,2025-08-20T13:19:47,2025-08-20
MarketHub,P100008,3.94,2025-08-20T14:30:04,2025-08-20
ValueFoods,P100008,4.45,2025-08-20T22:15:38,2025-08-20
UrbanMart,P100008,3.91,2025-08-20T04:38:26,2025-08-20
GrocerX,P100009,3.40,2025-08-20T11:22:44,2025-08-20
MarketHub,P100009,2.38,2025-08-20T05:52:29,2025-08-20
ValueFoods,P100009,3.15,2025-08-20T07:15:24,2025-08-20
UrbanMart,P100009,3.51,2025-08-20T00:26:31,2025-08-20
GrocerX,P100010,0.28,2025-08-20T12:24:45,2025-08-20
MarketHub,P100010,0.56,2025-08-20T17:19:52,2025-08-20
ValueFoods,P100010,0.46,2025-08-20T00:51:23,2025-08-20
GrocerX,P100011,5.42,2025-08-20T19:16:26,2025-08-20
UrbanMart,P100011,7.62,2025-08-20T04:21:58,2025-08-20
GrocerX,P100012,6.22,2025-08-20T08:33:41,2025-08-20
ValueFoods,P100012,10.34,2025-08-20T04:15:04,2025-08-20
GrocerX,P100013,3.58,2025-08-20T04:45:56,2025-08-20
MarketHub,P100013,4.32,2025-08-20T23:28:36,2025-08-20
ValueFoods,P100013,4.21,2025-08-20T14:15:48,2025-08-20
UrbanMart,P100013,3.56,2025-08-20T06:13:11,2025-08-20
GrocerX,P100014,6.24,2025-08-20T05:38:51,2025-08-20
MarketHub,P100014,6.61,2025-08-20T02:05:48,2025-08-20
ValueFoods,P100014,6.66,2025-08-20T21:56:10,2025-08-20
GrocerX,P100015,8.61,2025-08-20T03:25:32,2025-08-22
MarketHub,P100015,4.04,2025-08-20T10:50:48,2025-08-20
ValueFoods,P100015,7.69,2025-08-20T03:07:35,2025-08-20
UrbanMart,P100015,6.89,2025-08-20T14:35:06,2025-08-20
MarketHub,P100016,0.66,2025-08-20T08:22:43,2025-08-20
ValueFoods,P100016,0.58,2025-08-20T21:07:38,2025-08-20
UrbanMart,P100016,0.45,2025-08-20T19:00:13,2025-08-20
MarketHub,P100017,4.13,2025-08-20T21:44:20,2025-08-20
ValueFoods,P100017,4.74,2025-08-20T06:24:52,2025-08-20
ValueFoods,P100018,7.01,2025-08-20T14:57:34,2025-08-20
GrocerX,P100019,3.90,2025-08-20T11:22:59,2025-08-20
MarketHub,P100019,4.01,2025-08-20T15:56:24,2025-08-20
UrbanMart,P100019,4.28,2025-08-20T01:22:24,2025-08-20
GrocerX,P100020,4.32,2025-08-20T15:02:16,2025-08-20
MarketHub,P100020,4.11,2025-08-20T13:17:51,2025-08-20
ValueFoods,P100020,3.33,2025-08-20T23:12:11,2025-08-20
