competitor,product_id,price,scrape_ts,event_date
GrocerX,P100000,1.09,2025-08-04T17:15:45,2025-08-04
MarketHub,P100000,1.47,2025-08-04T08:19:04,2025-08-04
UrbanMart,P100000,1.69,2025-08-04T15:42:42,2025-08-04
GrocerX,P100001,6.42,2025-08-04T23:08:03,2025-08-04
MarketHub,P100001,2.59,2025-08-04T01:03:18,2025-08-04
ValueFoods,P100001,4.09,2025-08-04T14:47:26,2025-08-04
UrbanMart,P100001,5.64,2025-08-04T06:08:03,2025-08-04
UrbanMart,P100002,10.69,2025-08-04T04:53:53,2025-08-04
GrocerX,P100003,9.72,2025-08-04T13:31:54,2025-08-04
MarketHub,P100003,11.41,2025-08-04T09:38:59,2025-08-04
ValueFoods,P100003,11.83,2025-08-04T12:32:13,2025-08-04
MarketHub,P100004,7.54,2025-08-04T04:14:26,2025-08-04
ValueFoods,P100004,11.27,2025-08-04T19:30:08,2025-08-04
UrbanMart,P100004,12.46,2025-08-04T22:01:39,2025-08-04
GrocerX,P100005,6.41,2025-08-04T06:17:36,2025-08-04
ValueFoods,P100005,5.65,2025-08-04T13:05:55,2025-08-04
UrbanMart,P100005,8.39,2025-08-04T13:37:10,2025-08-04
GrocerX,P100006,3.08,2025-08-04T20:32:11,2025-08-04
MarketHub,P100006,4.34,2025-08-04T16:36:32,2025-08-04
ValueFoods,P100006,4.02,2025-08-04T07:58:46,2025-08-04
MarketHub,P100007,4.94,2025-08-04T19:51:16,2025-08-04
ValueFoods,P100007,6.98,2025-08-04T23:45:07,2025-08-04
UrbanMart,P100007,6.57,2025-08-04T10:21:01,2025-08-04
GrocerX,P100008,4.34,2025-08-04T07:30:35,2025-08-04
MarketHub,P100008,2.62,2025-08-04T23:44:21,2025-08-04
UrbanMart,P100008,3.28,2025-08-04T15:53:04,2025-08-04
MarketHub,P100009,2.73,2025-08-04T17:05:35,2025-08-04
ValueFoods,P100009,2.24,2025-08-04T03:48:22,2025-08-04
GrocerX,P100010,0.45,2025-08-04T06:13:34,2025-08-04
ValueFoods,P100010,0.46,2025-08-04T23:52:00,2025-08-04
GrocerX,P100011,6.42,2025-08-04T22:53:15,2025-08-04
MarketHub,P100011,6.43,2025-08-04T06:38:59,2025-08-04
ValueFoods,P100011,4.92,2025-08-04T14:34:09,2025-08-04
UrbanMart,P100011,10.37,2025-08-04T04:21:24,2025-08-04
GrocerX,P100012,6.67,2025-08-04T21:22:10,2025-08-04
MarketHub,P100012,10.69,2025-08-04T10:11:54,2025-08-04
