competitor,product_id,price,scrape_ts,event_date
GrocerX,P100000,1.38,2025-08-24T06:01:02,2025-08-24
MarketHub,P100000,0.87,2025-08-24T11:56:44,2025-08-24
ValueFoods,P100000,1.74,2025-08-24T14:55:23,2025-08-24
UrbanMart,P100000,0.78,2025-08-24T20:54:43,2025-08-24
GrocerX,P100001,5.24,2025-08-24T23:40:05,2025-08-24
MarketHub,P100001,6.59,2025-08-24T23:54:01,2025-08-24
ValueFoods,P100001,4.08,2025-08-24T22:36:00,2025-08-24
UrbanMart,P100001,4.38,2025-08-24T03:23:03,2025-08-24
GrocerX,P100002,10.93,2025-08-24T01:06:52,2025-08-24
ValueFoods,P100002,9.74,2025-08-24T06:14:41,2025-08-24
UrbanMart,P100002,10.49,2025-08-24T19:00:17,2025-08-24
GrocerX,P100003,6.63,2025-08-24T02:48:27,2025-08-24
MarketHub,P100003,9.97,2025-08-24T11:44:04,2025-08-24
ValueFoods,P100003,7.64,2025-08-24T00:22:14,2025-08-24
GrocerX,P100004,10.19,2025-08-24T14:34:35,2025-08-24
MarketHub,P100004,7.96,2025-08-24T00:34:36,2025-08-24
ValueFoods,P100004,10.19,2025-08-24T23:59:31,2025-08-24
UrbanMart,P100004,14.32,2025-08-24T15:42:02,2025-08-24
GrocerX,P100005,6.72,2025-08-24T07:37:40,2025-08-24
MarketHub,P100005,6.15,2025-08-24T03:32:08,2025-08-24
ValueFoods,P100005,6.09,2025-08-24T03:11:50,2025-08-24
UrbanMart,P100005,7.84,2025-08-24T07:08:41,2025-08-24
GrocerX,P100006,4.13,2025-08-24T00:27:11,2025-08-24
MarketHub,P100006,2.37,2025-08-24T12:38:58,2025-08-24
ValueFoods,P100006,4.78,2025-08-24T20:40:21,2025-08-24
UrbanMart,P100006,3.97,2025-08-24T05:11:02,2025-08-24
GrocerX,P100007,5.48,2025-08-24T09:16:39,2025-08-24
MarketHub,P100007,5.39,2025-08-24T07:33:01,2025-08-24
ValueFoods,P100007,7.37,2025-08-24T15:07:27,2025-08-24
UrbanMart,P100007,7.46,2025-08-24T17:33:17,2025-08-24
GrocerX,P100008,5.27,2025-08-24T05:00:59,2025-08-24
MarketHub,P100008,3.77,2025-08-24T16:14:57,2025-08-24
ValueFoods,P100008,2.00,2025-08-24T15:33:05,2025-08-24
UrbanMart,P100008,4.49,2025-08-24T20:28:39,2025-08-24
GrocerX,P100009,2.00,2025-08-24T05:30:21,2025-08-24
MarketHub,P100009,2.25,2025-08-24T03:38:01,2025-08-24
ValueFoods,P100009,2.32,2025-08-24T15:19:23,2025-08-24
UrbanMart,P100009,3.19,2025-08-24T03:53:10,2025-08-24
MarketHub,P100010,0.57,2025-08-24T18:31:54,2025-08-24
ValueFoods,P100010,0.48,2025-08-24T07:06:58,2025-08-24
UrbanMart,P100010,0.48,2025-08-24T05:40:41,2025-08-24
GrocerX,P100011,8.58,2025-08-24T21:33:48,2025-08-24
MarketHub,P100011,5.01,2025-08-24T02:26:19,2025-08-24
UrbanMart,P100011,5.89,2025-08-24T00:51:47,2025-08-24
GrocerX,P100012,11.58,2025-08-24T23:01:02,2025-08-24
MarketHub,P100012,9.00,2025-08-24T05:31:24,2025-08-24
ValueFoods,P100012,6.81,2025-08-24T11:19:10,2025-08-24
UrbanMart,P100012,11.53,2025-08-24T16:23:34,2025-08-24
GrocerX,P100013,4.00,2025-08-24T02:09:49,2025-08-24
MarketHub,P100013,4.04,2025-08-24T22:19:40,2025-08-24
UrbanMart,P100013,2.89,2025-08-24T17:09:50,2025-08-24
GrocerX,P100014,7.13,2025-08-24T09:00:01,2025-08-24
MarketHub,P100014,8.46,2025-08-24T05:25:49,2025-08-24
ValueFoods,P100014,6.46,2025-08-24T21:53:56,2025-08-24
UrbanMart,P100014,4.82,2025-08-24T11:16:06,2025-08-24
GrocerX,P100015,5.83,2025-08-24T18:13:16,2025-08-24
MarketHub,P100015,6.76,2025-08-24T03:59:21,2025-08-24
ValueFoods,P100015,7.13,2025-08-24T17:10:47,2025-08-24
UrbanMart,P100015,6.12,2025-08-24T10:34:51,2025-08-24
GrocerX,P100016,0.44,2025-08-24T05:02:27,2025-08-24
MarketHub,P100016,0.57,2025-08-24T03:17:27,2025-08-24
ValueFoods,P100016,0.50,2025-08-24T02:36:53,2025-08-24
UrbanMart,P100016,0.53,2025-08-24T05:50:20,2025-08-24
GrocerX,P100017,7.08,2025-08-24T11:53:25,2025-08-24
ValueFoods,P100017,6.89,2025-08-24T11:55:20,2025-08-24
UrbanMart,P100017,5.40,2025-08-24T21:49:56,2025-08-24
MarketHub,P100018,4.93,2025-08-24T10:37:15,2025-08-24
ValueFoods,P100018,3.05,2025-08-24T04:42:16,2025-08-24
UrbanMart,P100018,4.25,2025-08-24T09:13:35,2025-08-24
GrocerX,P100019,3.58,2025-08-24T17:48:21,2025-08-24
MarketHub,P100019,2.47,2025-08-24T13:46:48,2025-08-24
ValueFoods,P100019,5.18,2025-08-24T11:51:42,2025-08-24
UrbanMart,P100019,4.50,2025-08-24T09:17:36,2025-08-24
GrocerX,P100020,2.97,2025-08-24T17:43:54,2025-08-24
MarketHub,P100020,2.71,2025-08-24T07:29:49,2025-08-24
ValueFoods,P100020,3.92,2025-08-24T08:29:46,2025-08-24
UrbanMart,P100020,3.26,2025-08-24T10:38:27,2025-08-24
GrocerX,P100021,3.37,2025-08-24T03:03:54,2025-08-24
MarketHub,P100021,1.66,2025-08-24T16:58:24,2025-08-24
MarketHub,P100022,6.77,2025-08-24T04:51:13,2025-08-24
ValueFoods,P100022,5.34,2025-08-24T16:49:50,2025-08-24
UrbanMart,P100022,7.25,2025-08-24T21:43:40,2025-08-24
MarketHub,P100023,7.22,2025-08-24T20:40:07,2025-08-24
ValueFoods,P100023,7.01,2025-08-24T00:40:04,2025-08-24
UrbanMart,P100023,8.30,2025-08-24T20:00:12,2025-08-24
