competitor,product_id,price,scrape_ts,event_date
GrocerX,P100000,1.00,2025-08-14T17:06:10,2025-08-14
MarketHub,P100000,1.41,2025-08-14T09:31:37,2025-08-14
ValueFoods,P100000,1.26,2025-08-14T09:49:10,2025-08-14
UrbanMart,P100000,1.27,2025-08-14T09:54:35,2025-08-14
MarketHub,P100001,5.69,2025-08-14T02:48:41,2025-08-14
ValueFoods,P100001,4.81,2025-08-14T20:01:56,2025-08-14
UrbanMart,P100001,4.29,2025-08-14T03:43:48,2025-08-14
GrocerX,P100002,9.39,2025-08-14T05:08:12,2025-08-14
MarketHub,P100002,12.99,2025-08-14T18:30:39,2025-08-14
ValueFoods,P100002,9.92,2025-08-14T13:30:24,2025-08-14
UrbanMart,P100002,11.68,2025-08-14T12:28:45,2025-08-14
GrocerX,P100003,10.20,2025-08-14T12:14:40,2025-08-14
MarketHub,P100003,7.30,2025-08-14T06:37:32,2025-08-14
UrbanMart,P100003,7.00,2025-08-14T05:01:28,2025-08-14
GrocerX,P100004,11.41,2025-08-14T08:51:31,2025-08-14
MarketHub,P100004,8.07,2025-08-14T19:51:11,2025-08-14
ValueFoods,P100004,13.25,2025-08-14T11:08:32,2025-08-14
UrbanMart,P100004,13.16,2025-08-14T00:35:41,2025-08-14
GrocerX,P100005,6.72,2025-08-14T11:06:15,2025-08-14
MarketHub,P100005,8.81,2025-08-14T09:13:37,2025-08-14
UrbanMart,P100005,6.56,2025-08-14T04:12:47,2025-08-14
GrocerX,P100006,4.28,2025-08-14T19:59:09,2025-08-14
UrbanMart,P100006,4.92,2025-08-14T03:44:57,2025-08-14
MarketHub,P100007,4.70,2025-08-14T05:53:44,2025-08-14
ValueFoods,P100007,6.73,2025-08-14T22:00:46,2025-08-14
GrocerX,P100008,3.82,2025-08-14T06:45:53,2025-08-16
MarketHub,P100008,4.65,2025-08-14T21:57:33,2025-08-14
ValueFoods,P100008,3.63,2025-08-14T10:59:09,2025-08-14
UrbanMart,P100008,3.78,2025-08-14T16:41:43,2025-08-14
GrocerX,P100009,3.49,2025-08-14T04:31:35,2025-08-14
MarketHub,P100009,3.50,2025-08-14T00:42:27,2025-08-14
UrbanMart,P100009,2.08,2025-08-14T20:10:47,2025-08-14
GrocerX,P100010,0.42,2025-08-14T16:36:43,2025-08-14
MarketHub,P100010,0.50,2025-08-14T01:18:46,2025-08-14
ValueFoods,P100010,0.49,2025-08-14T07:00:23,2025-08-14
MarketHub,P100011,5.96,2025-08-14T08:02:40,2025-08-14
ValueFoods,P100011,4.31,2025-08-14T19:07:46,2025-08-14
UrbanMart,P100011,3.90,2025-08-14T12:25:08,2025-08-14
GrocerX,P100012,11.81,2025-08-14T02:07:05,2025-08-14
MarketHub,P100012,13.11,2025-08-14T06:14:38,2025-08-14
ValueFoods,P100012,11.71,2025-08-14T22:56:32,2025-08-14
UrbanMart,P100012,10.92,2025-08-14T18:02:06,2025-08-14
GrocerX,P100013,4.10,2025-08-14T23:42:24,2025-08-14
MarketHub,P100013,3.09,2025-08-14T19:48:02,2025-08-14
ValueFoods,P100013,3.89,2025-08-14T05:50:55,2025-08-14
UrbanMart,P100013,2.84,2025-08-14T02:23:07,2025-08-14
GrocerX,P100014,7.28,2025-08-14T01:39:40,2025-08-14
MarketHub,P100014,6.21,2025-08-14T15:17:08,2025-08-14
ValueFoods,P100014,6.46,2025-08-14T03:02:29,2025-08-14
UrbanMart,P100014,5.45,2025-08-14T13:54:40,2025-08-14
GrocerX,P100015,6.35,2025-08-14T11:08:58,2025-08-14
MarketHub,P100015,6.99,2025-08-14T07:36:55,2025-08-14
UrbanMart,P100015,6.18,2025-08-14T20:59:27,2025-08-14
MarketHub,P100016,0.34,2025-08-14T10:22:29,2025-08-14
ValueFoods,P100016,0.51,2025-08-14T21:34:14,2025-08-14
UrbanMart,P100016,0.84,2025-08-14T12:57:51,2025-08-14
GrocerX,P100017,4.78,2025-08-14T16:20:22,2025-08-14
MarketHub,P100017,4.87,2025-08-14T15:14:05,2025-08-14
UrbanMart,P100017,6.23,2025-08-14T00:04:18,2025-08-14
GrocerX,P100018,6.02,2025-08-14T17:49:10,2025-08-14
ValueFoods,P100018,6.60,2025-08-14T16:03:58,2025-08-14
MarketHub,P100019,3.45,2025-08-14T00:29:37,2025-08-14
ValueFoods,P100019,3.10,2025-08-14T16:24:15,2025-08-14
MarketHub,P100020,3.22,2025-08-14T17:17:53,2025-08-14
