competitor,product_id,price,scrape_ts,event_date
GrocerX,P100000,1.22,2025-08-09T15:13:25,2025-08-09
ValueFoods,P100000,1.21,2025-08-09T21:55:39,2025-08-09
UrbanMart,P100000,1.68,2025-08-09T14:00:22,2025-08-09
GrocerX,P100001,5.66,2025-08-09T14:01:04,2025-08-09
MarketHub,P100001,3.65,2025-08-09T21:59:36,2025-08-09
ValueFoods,P100001,4.23,2025-08-09T06:15:34,2025-08-09
UrbanMart,P100001,3.66,2025-08-09T14:56:32,2025-08-09
GrocerX,P100002,11.44,2025-08-09T15:26:49,2025-08-09
UrbanMart,P100002,9.95,2025-08-09T21:24:10,2025-08-09
GrocerX,P100003,10.16,2025-08-09T05:42:55,2025-08-09
MarketHub,P100003,8.00,2025-08-09T16:02:14,2025-08-09
ValueFoods,P100003,8.22,2025-08-09T12:23:58,2025-08-09
UrbanMart,P100003,6.06,2025-08-09T00:58:05,2025-08-09
GrocerX,P100004,7.72,2025-08-09T18:51:18,2025-08-09
MarketHub,P100004,11.64,2025-08-09T05:11:03,2025-08-09
ValueFoods,P100004,8.65,2025-08-09T12:28:42,2025-08-09
UrbanMart,P100004,12.23,2025-08-09T00:33:06,2025-08-09
GrocerX,P100005,8.19,2025-08-09T00:56:07,2025-08-09
MarketHub,P100005,8.69,2025-08-09T13:18:36,2025-08-09
ValueFoods,P100005,8.90,2025-08-09T13:22:57,2025-08-09
UrbanMart,P100005,7.58,2025-08-09T03:58:33,2025-08-09
GrocerX,P100006,4.40,2025-08-09T10:21:13,2025-08-09
MarketHub,P100006,4.50,2025-08-09T21:36:09,2025-08-09
ValueFoods,P100006,3.90,2025-08-09T02:26:08,2025-08-09
GrocerX,P100007,7.49,2025-08-09T08:04:19,2025-08-09
MarketHub,P100007,8.48,2025-08-09T04:40:39,2025-08-09
ValueFoods,P100007,5.66,2025-08-09T15:35:48,2025-08-09
UrbanMart,P100007,8.40,2025-08-09T09:14:33,2025-08-09
GrocerX,P100008,3.84,2025-08-09T00:33:34,2025-08-09
MarketHub,P100008,3.93,2025-08-09T00:07:28,2025-08-09
ValueFoods,P100008,3.43,2025-08-09T10:40:33,2025-08-09
UrbanMart,P100008,4.26,2025-08-09T21:20:30,2025-08-09
GrocerX,P100009,2.64,2025-08-09T20:51:18,2025-08-09
MarketHub,P100009,1.75,2025-08-09T01:16:32,2025-08-09
ValueFoods,P100009,2.75,2025-08-09T09:32:28,2025-08-09
UrbanMart,P100009,3.02,2025-08-09T01:30:19,2025-08-09
GrocerX,P100010,0.50,2025-08-09T23:02:06,2025-08-09
MarketHub,P100010,0.55,2025-08-09T10:41:31,2025-08-09
ValueFoods,P100010,0.39,2025-08-09T16:11:52,2025-08-09
UrbanMart,P100010,0.60,2025-08-09T10:44:20,2025-08-09
GrocerX,P100011,8.09,2025-08-09T18:23:58,2025-08-09
MarketHub,P100011,7.33,2025-08-09T19:58:06,2025-08-09
UrbanMart,P100011,6.96,2025-08-09T00:36:32,2025-08-09
GrocerX,P100012,9.29,2025-08-09T14:53:15,2025-08-09
MarketHub,P100012,10.35,2025-08-09T17:59:04,2025-08-09
ValueFoods,P100012,13.95,2025-08-09T17:08:30,2025-08-09
GrocerX,P100013,3.89,2025-08-09T06:41:21,2025-08-09
MarketHub,P100013,4.84,2025-08-09T23:23:09,2025-08-09
ValueFoods,P100013,3.96,2025-08-09T07:33:48,2025-08-09
UrbanMart,P100013,4.69,2025-08-09T13:27:17,2025-08-09
MarketHub,P100014,8.60,2025-08-09T00:50:10,2025-08-09
