competitor,product_id,price,scrape_ts,event_date
GrocerX,P100000,1.35,2025-08-03T15:56:21,2025-08-03
MarketHub,P100000,1.51,2025-08-03T02:25:44,2025-08-03
ValueFoods,P100000,1.41,2025-08-03T23:18:41,2025-08-03
UrbanMart,P100000,1.73,2025-08-03T20:39:32,2025-08-03
GrocerX,P100001,6.15,2025-08-03T13:26:12,2025-08-03
MarketHub,P100001,5.62,2025-08-03T11:13:10,2025-08-03
UrbanMart,P100001,4.01,2025-08-03T11:06:44,2025-08-03
GrocerX,P100002,5.97,2025-08-03T12:22:53,2025-08-03
MarketHub,P100002,10.28,2025-08-03T10:55:29,2025-08-03
ValueFoods,P100002,8.10,2025-08-03T18:09:07,2025-08-03
GrocerX,P100003,9.82,2025-08-03T23:04:26,2025-08-03
ValueFoods,P100003,10.20,2025-08-03T13:24:04,2025-08-03
GrocerX,P100004,9.54,2025-08-03T00:30:46,2025-08-03
UrbanMart,P100004,10.49,2025-08-03T19:40:51,2025-08-03
GrocerX,P100005,10.23,2025-08-03T10:14:34,2025-08-03
ValueFoods,P100005,7.99,2025-08-03T09:31:05,2025-08-03
UrbanMart,P100005,5.54,2025-08-03T10:24:00,2025-08-03
GrocerX,P100006,3.61,2025-08-03T12:12:33,2025-08-03
ValueFoods,P100006,3.82,2025-08-03T07:48:51,2025-08-03
UrbanMart,P100006,3.25,2025-08-03T18:20:17,2025-08-03
MarketHub,P100007,6.58,2025-08-03T11:39:06,2025-08-03
UrbanMart,P100007,6.53,2025-08-03T02:43:28,2025-08-03
GrocerX,P100008,3.80,2025-08-03T08:40:04,2025-08-03
MarketHub,P100008,4.86,2025-08-03T20:36:14,2025-08-03
ValueFoods,P100008,3.84,2025-08-03T22:51:01,2025-08-03
GrocerX,P100009,3.46,2025-08-03T06:11:22,2025-08-03
MarketHub,P100009,3.13,2025-08-03T00:55:43,2025-08-03
ValueFoods,P100009,3.29,2025-08-03T02:17:02,2025-08-03
UrbanMart,P100009,1.93,2025-08-03T01:51:30,2025-08-04
MarketHub,P100010,0.47,2025-08-03T19:25:56,2025-08-03
UrbanMart,P100010,0.44,2025-08-03T10:54:23,2025-08-03
GrocerX,P100011,5.08,2025-08-03T12:12:15,2025-08-03
MarketHub,P100011,6.10,2025-08-03T04:23:06,2025-08-03
UrbanMart,P100011,4.33,2025-08-03T01:28:33,2025-08-06
GrocerX,P100012,15.49,2025-08-03T18:36:24,2025-08-03
MarketHub,P100012,11.37,2025-08-03T17:07:25,2025-08-03
ValueFoods,P100012,15.31,2025-08-03T18:22:29,2025-08-03
UrbanMart,P100012,10.20,2025-08-03T15:53:10,2025-08-03
GrocerX,P100013,4.00,2025-08-03T19:17:12,2025-08-03
ValueFoods,P100013,5.11,2025-08-03T09:52:34,2025-08-03
UrbanMart,P100013,3.56,2025-08-03T06:36:09,2025-08-03
GrocerX,P100014,5.14,2025-08-03T12:01:59,2025-08-03
MarketHub,P100014,8.85,2025-08-03T10:20:08,2025-08-03
ValueFoods,P100014,5.85,2025-08-03T06:32:43,2025-08-03
GrocerX,P100015,9.47,2025-08-03T05:18:44,2025-08-03
MarketHub,P100015,8.91,2025-08-03T00:35:27,2025-08-03
ValueFoods,P100015,5.82,2025-08-03T04:05:44,2025-08-03
UrbanMart,P100015,6.87,2025-08-03T08:02:15,2025-08-03
MarketHub,P100016,0.46,2025-08-03T16:15:08,2025-08-03
ValueFoods,P100016,0.38,2025-08-03T06:10:43,2025-08-03
UrbanMart,P100016,0.44,2025-08-03T01:00:22,2025-08-03
GrocerX,P100017,4.49,2025-08-03T20:31:46,2025-08-03
MarketHub,P100017,5.53,2025-08-03T08:20:01,2025-08-03
ValueFoods,P100017,9.16,2025-08-03T11:57:42,2025-08-03
UrbanMart,P100017,7.36,2025-08-03T12:52:42,2025-08-03
MarketHub,P100018,3.80,2025-08-03T00:26:13,2025-08-03
ValueFoods,P100018,4.52,2025-08-03T13:12:42,2025-08-03
UrbanMart,P100018,4.41,2025-08-03T05:17:49,2025-08-03
GrocerX,P100019,4.14,2025-08-03T23:03:44,2025-08-03
MarketHub,P100019,3.59,2025-08-03T19:33:59,2025-08-03
