competitor,product_id,price,scrape_ts,event_date
MarketHub,P100000,1.76,2025-08-22T07:06:14,2025-08-22
ValueFoods,P100000,1.55,2025-08-22T16:54:44,2025-08-20
UrbanMart,P100000,1.52,2025-08-22T11:04:30,2025-08-22
GrocerX,P100001,3.98,2025-08-22T14:40:58,2025-08-22
UrbanMart,P100001,5.16,2025-08-22T21:17:23,2025-08-22
GrocerX,P100002,11.36,2025-08-22T11:36:12,2025-08-22
GrocerX,P100003,10.21,2025-08-22T05:16:28,2025-08-22
MarketHub,P100003,8.99,2025-08-22T01:31:01,2025-08-22
UrbanMart,P100003,9.70,2025-08-22T19:42:39,2025-08-22
GrocerX,P100004,9.69,2025-08-22T16:43:10,2025-08-22
MarketHub,P100004,9.04,2025-08-22T02:07:22,2025-08-22
ValueFoods,P100004,12.18,2025-08-22T15:23:47,2025-08-22
UrbanMart,P100004,10.64,2025-08-22T00:09:59,2025-08-22
GrocerX,P100005,9.03,2025-08-22T14:52:49,2025-08-22
MarketHub,P100005,7.92,2025-08-22T11:07:33,2025-08-22
UrbanMart,P100005,8.15,2025-08-22T23:34:14,2025-08-22
GrocerX,P100006,3.34,2025-08-22T04:13:51,2025-08-22
MarketHub,P100006,3.97,2025-08-22T15:30:14,2025-08-20
ValueFoods,P100006,3.23,2025-08-22T14:00:43,2025-08-22
UrbanMart,P100006,4.10,2025-08-22T10:21:11,2025-08-22
MarketHub,P100007,6.62,2025-08-22T17:11:53,2025-08-22
ValueFoods,P100007,7.24,2025-08-22T15:41:23,2025-08-22
UrbanMart,P100007,4.57,2025-08-22T09:56:00,2025-08-22
GrocerX,P100008,4.52,2025-08-22T08:40:32,2025-08-22
ValueFoods,P100008,4.27,2025-08-22T06:39:28,2025-08-22
UrbanMart,P100008,4.04,2025-08-22T08:32:16,2025-08-22
GrocerX,P100009,2.51,2025-08-22T18:22:20,2025-08-22
MarketHub,P100009,4.09,2025-08-22T15:03:01,2025-08-22
ValueFoods,P100009,2.76,2025-08-22T04:57:14,2025-08-22
UrbanMart,P100009,3.50,2025-08-22T09:08:27,2025-08-22
GrocerX,P100010,0.59,2025-08-22T12:05:20,2025-08-22
MarketHub,P100010,0.53,2025-08-22T10:01:10,2025-08-22
UrbanMart,P100010,0.41,2025-08-22T04:53:20,2025-08-22
GrocerX,P100011,6.99,2025-08-22T12:51:06,2025-08-22
MarketHub,P100011,6.65,2025-08-22T01:29:46,2025-08-22
UrbanMart,P100011,7.08,2025-08-22T01:08:07,2025-08-22
GrocerX,P100012,9.24,2025-08-22T15:39:19,2025-08-22
MarketHub,P100012,11.29,2025-08-22T08:24:01,2025-08-22
ValueFoods,P100012,14.04,2025-08-22T02:57:06,2025-08-22
GrocerX,P100013,5.02,2025-08-22T21:12:48,2025-08-22
ValueFoods,P100013,2.66,2025-08-22T14:55:36,2025-08-22
UrbanMart,P100013,3.49,2025-08-22T13:11:16,2025-08-22
GrocerX,P100014,4.56,2025-08-22T08:41:05,2025-08-22
MarketHub,P100014,7.23,2025-08-22T21:44:09,2025-08-22
UrbanMart,P100014,5.69,2025-08-22T04:44:31,2025-08-22
GrocerX,P100015,6.21,2025-08-22T04:16:40,2025-08-22
ValueFoods,P100015,7.01,2025-08-22T17:03:57,2025-08-22
MarketHub,P100016,0.54,2025-08-22T13:01:18,2025-08-22
ValueFoods,P100016,0.41,2025-08-22T13:23:58,2025-08-22
GrocerX,P100017,3.68,2025-08-22T17:43:38,2025-08-22
MarketHub,P100017,5.85,2025-08-22T06:48:27,2025-08-22
ValueFoods,P100017,5.87,2025-08-22T13:41:13,2025-08-22
UrbanMart,P100017,5.58,2025-08-22T02:26:08,2025-08-22
GrocerX,P100018,3.27,2025-08-22T22:19:36,2025-08-22
MarketHub,P100018,4.53,2025-08-22T08:32:56,2025-08-22
ValueFoods,P100018,5.32,2025-08-22T04:28:07,2025-08-22
UrbanMart,P100018,6.21,2025-08-22T13:42:57,2025-08-22
GrocerX,P100019,3.25,2025-08-22T12:18:45,2025-08-22
MarketHub,P100019,4.18,2025-08-22T02:13:04,2025-08-22
ValueFoods,P100019,5.37,2025-08-22T02:58:33,2025-08-22
UrbanMart,P100019,5.18,2025-08-22T05:26:10,2025-08-22
GrocerX,P100020,3.75,2025-08-22T03:21:03,2025-08-22
MarketHub,P100020,4.68,2025-08-22T11:00:34,2025-08-22
ValueFoods,P100020,3.68,2025-08-22T06:58:20,2025-08-22
UrbanMart,P100020,2.65,2025-08-22T10:57:44,2025-08-22
GrocerX,P100021,3.24,2025-08-22T09:31:29,2025-08-22
MarketHub,P100021,2.93,2025-08-22T04:38:55,2025-08-22
