competitor,product_id,price,scrape_ts,event_date
GrocerX,P100000,1.54,2025-08-11T00:46:20,2025-08-11
UrbanMart,P100000,1.31,2025-08-11T05:13:46,2025-08-11
GrocerX,P100001,6.63,2025-08-11T18:44:43,2025-08-11
MarketHub,P100001,6.33,2025-08-11T17:01:26,2025-08-11
ValueFoods,P100001,5.01,2025-08-11T18:51:22,2025-08-11
UrbanMart,P100001,3.67,2025-08-11T20:41:30,2025-08-11
MarketHub,P100002,12.46,2025-08-11T17:28:00,2025-08-11
ValueFoods,P100002,10.46,2025-08-11T03:47:52,2025-08-11
UrbanMart,P100002,9.14,2025-08-11T21:42:41,2025-08-11
GrocerX,P100003,5.84,2025-08-11T00:08:52,2025-08-11
MarketHub,P100003,8.06,2025-08-11T17:22:27,2025-08-11
ValueFoods,P100003,10.41,2025-08-11T01:37:08,2025-08-11
GrocerX,P100004,13.17,2025-08-11T12:05:24,2025-08-11
MarketHub,P100004,6.82,2025-08-11T20:22:28,2025-08-11
ValueFoods,P100004,8.83,2025-08-11T18:54:52,2025-08-11
UrbanMart,P100004,13.50,2025-08-11T08:07:22,2025-08-11
GrocerX,P100005,7.59,2025-08-11T22:55:11,2025-08-11
MarketHub,P100005,8.47,2025-08-11T05:45:17,2025-08-11
ValueFoods,P100005,9.01,2025-08-11T02:38:26,2025-08-11
GrocerX,P100006,3.45,2025-08-11T13:26:35,2025-08-11
MarketHub,P100006,2.52,2025-08-11T07:58:35,2025-08-11
ValueFoods,P100006,4.25,2025-08-11T03:40:27,2025-08-11
UrbanMart,P100006,4.11,2025-08-11T09:16:09,2025-08-11
MarketHub,P100007,6.22,2025-08-11T13:19:52,2025-08-11
ValueFoods,P100007,5.56,2025-08-11T12:21:45,2025-08-11
UrbanMart,P100007,7.68,2025-08-11T14:37:24,2025-08-11
GrocerX,P100008,4.54,2025-08-11T19:40:33,2025-08-11
UrbanMart,P100008,3.44,2025-08-11T16:20:59,2025-08-11
GrocerX,P100009,1.65,2025-08-11T01:25:58,2025-08-11
MarketHub,P100009,2.75,2025-08-11T13:54:00,2025-08-11
ValueFoods,P100009,3.61,2025-08-11T23:33:21,2025-08-11
UrbanMart,P100009,3.55,2025-08-11T16:13:01,2025-08-11
MarketHub,P100010,0.67,2025-08-11T20:27:47,2025-08-11
ValueFoods,P100010,0.44,2025-08-11T12:28:19,2025-08-11
UrbanMart,P100010,0.38,2025-08-11T10:14:55,2025-08-11
GrocerX,P100011,6.63,2025-08-11T18:14:12,2025-08-11
ValueFoods,P100011,4.12,2025-08-11T11:55:49,2025-08-11
UrbanMart,P100011,8.06,2025-08-11T22:31:36,2025-08-11
GrocerX,P100012,11.21,2025-08-11T16:40:51,2025-08-11
ValueFoods,P100012,7.96,2025-08-11T18:02:04,2025-08-11
UrbanMart,P100012,12.83,2025-08-11T05:17:31,2025-08-11
GrocerX,P100013,2.83,2025-08-11T04:03:08,2025-08-11
MarketHub,P100013,3.33,2025-08-11T22:44:07,2025-08-11
ValueFoods,P100013,3.97,2025-08-11T02:10:13,2025-08-11
UrbanMart,P100013,4.60,2025-08-11T20:08:40,2025-08-11
MarketHub,P100014,4.15,2025-08-11T13:39:26,2025-08-11
UrbanMart,P100014,5.95,2025-08-11T08:52:09,2025-08-11
GrocerX,P100015,6.34,2025-08-11T08:18:52,2025-08-11
MarketHub,P100015,7.16,2025-08-11T07:50:40,2025-08-11
ValueFoods,P100015,7.59,2025-08-11T00:01:57,2025-08-11
GrocerX,P100016,0.53,2025-08-11T23:46:49,2025-08-11
ValueFoods,P100016,0.68,2025-08-11T14:10:01,2025-08-11
UrbanMart,P100016,0.64,2025-08-11T04:49:35,2025-08-11
GrocerX,P100017,5.43,2025-08-11T05:13:18,2025-08-11
MarketHub,P100017,4.55,2025-08-11T13:06:53,2025-08-11
ValueFoods,P100017,3.37,2025-08-11T15:19:11,2025-08-11
UrbanMart,P100017,7.09,2025-08-11T19:36:15,2025-08-11
MarketHub,P100018,5.94,2025-08-11T21:24:00,2025-08-11
ValueFoods,P100018,5.93,2025-08-11T19:38:35,2025-08-11
UrbanMart,P100018,3.50,2025-08-11T21:02:48,2025-08-11
GrocerX,P100019,4.19,2025-08-11T06:51:24,2025-08-11
MarketHub,P100019,2.58,2025-08-11T12:06:01,2025-08-11
UrbanMart,P100019,4.40,2025-08-11T20:56:37,2025-08-11
GrocerX,P100020,2.87,2025-08-11T21:44:28,2025-08-11
MarketHub,P100020,3.52,2025-08-11T01:03:46,2025-08-11
ValueFoods,P100020,4.65,2025-08-11T02:42:09,2025-08-11
UrbanMart,P100020,2.83,2025-08-11T17:05:38,2025-08-11
GrocerX,P100021,3.41,2025-08-11T12:22:25,2025-08-11
MarketHub,P100021,3.70,2025-08-11T01:20:58,2025-08-11
ValueFoods,P100021,2.34,2025-08-11T00:16:48,2025-08-13
UrbanMart,P100021,3.24,2025-08-11T02:13:32,2025-08-11
GrocerX,P100022,1.72,2025-08-11T09:07:25,2025-08-11
UrbanMart,P100022,7.60,2025-08-11T15:47:56,2025-08-11
GrocerX,P100023,6.49,2025-08-11T01:17:49,2025-08-11
MarketHub,P100023,7.03,2025-08-11T16:59:58,2025-08-11
ValueFoods,P100023,7.14,2025-08-11T16:45:24,2025-08-11
UrbanMart,P100023,8.06,2025-08-11T21:46:23,2025-08-11
GrocerX,P100024,0.57,2025-08-11T11:56:17,2025-08-11
MarketHub,P100024,0.57,2025-08-11T01:34:58,2025-08-11
ValueFoods,P100024,0.50,2025-08-11T12:17:22,2025-08-11
UrbanMart,P100025,9.22,2025-08-11T10:17:18,2025-08-11
GrocerX,P100026,8.95,2025-08-11T21:56:05,2025-08-11
MarketHub,P100026,12.87,2025-08-11T04:59:04,2025-08-11
ValueFoods,P100026,11.72,2025-08-11T17:58:45,2025-08-11
GrocerX,P100027,4.62,2025-08-11T04:30:09,2025-08-11
MarketHub,P100027,3.15,2025-08-11T08:00:05,2025-08-11
UrbanMart,P100027,4.54,2025-08-11T04:57:53,2025-08-11
GrocerX,P100028,0.41,2025-08-11T19:47:56,2025-08-11
MarketHub,P100028,0.54,2025-08-11T05:08:05,2025-08-11
ValueFoods,P100028,0.52,2025-08-11T13:53:22,2025-08-11
UrbanMart,P100028,0.42,2025-08-11T11:37:15,2025-08-11
GrocerX,P100029,0.41,2025-08-11T12:17:11,2025-08-11
MarketHub,P100029,0.50,2025-08-11T15:57:20,2025-08-11
ValueFoods,P100029,0.27,2025-08-11T11:11:07,2025-08-11
UrbanMart,P100029,0.38,2025-08-11T11:57:31,2025-08-11
GrocerX,P100030,6.73,2025-08-11T16:17:00,2025-08-11
MarketHub,P100030,5.83,2025-08-11T16:19:22,2025-08-11
ValueFoods,P100030,6.04,2025-08-11T20:25:16,2025-08-11
UrbanMart,P100030,5.96,2025-08-11T04:04:14,2025-08-11
MarketHub,P100031,10.78,2025-08-11T12:22:23,2025-08-11
UrbanMart,P100031,7.43,2025-08-11T12:11:16,2025-08-11
MarketHub,P100032,6.60,2025-08-11T12:07:59,2025-08-11
ValueFoods,P100032,8.11,2025-08-11T21:35:35,2025-08-11
UrbanMart,P100032,5.53,2025-08-11T07:02:12,2025-08-11
GrocerX,P100033,13.20,2025-08-11T08:06:04,2025-08-11
MarketHub,P100033,11.18,2025-08-11T23:44:38,2025-08-11
ValueFoods,P100033,10.53,2025-08-11T22:25:49,2025-08-11
UrbanMart,P100033,10.09,2025-08-11T10:29:34,2025-08-11
GrocerX,P100034,7.79,2025-08-11T03:50:20,2025-08-11
UrbanMart,P100034,6.60,2025-08-11T20:13:40,2025-08-11
MarketHub,P100035,6.07,2025-08-11T00:33:09,2025-08-11
ValueFoods,P100035,6.02,2025-08-11T10:47:39,2025-08-11
MarketHub,P100036,4.51,2025-08-11T14:22:53,2025-08-11
ValueFoods,P100036,5.58,2025-08-11T23:15:12,2025-08-11
UrbanMart,P100036,4.20,2025-08-11T08:29:48,2025-08-11
ValueFoods,P100037,7.12,2025-08-11T00:05:54,2025-08-11
UrbanMart,P100037,4.90,2025-08-11T18:26:57,2025-08-11
GrocerX,P100038,5.90,2025-08-11T00:13:25,2025-08-11
MarketHub,P100038,4.94,2025-08-11T14:32:10,2025-08-11
ValueFoods,P100039,9.74,2025-08-11T15:49:02,2025-08-11
MarketHub,P100040,2.55,2025-08-11T08:52:39,2025-08-11
