competitor,product_id,price,scrape_ts,event_date
MarketHub,P100000,1.23,2025-08-19T03:04:19,2025-08-19
ValueFoods,P100000,1.08,2025-08-19T04:27:40,2025-08-19
UrbanMart,P100000,1.22,2025-08-19T07:17:31,2025-08-19
GrocerX,P100001,4.83,2025-08-19T07:39:59,2025-08-19
MarketHub,P100001,5.36,2025-08-19T03:52:40,2025-08-19
ValueFoods,P100001,5.65,2025-08-19T23:28:30,2025-08-19
UrbanMart,P100001,5.09,2025-08-19T05:07:15,2025-08-19
GrocerX,P100002,10.41,2025-08-19T02:17:08,2025-08-19
MarketHub,P100002,9.83,2025-08-19T22:28:55,2025-08-19
ValueFoods,P100002,8.51,2025-08-19T17:50:06,2025-08-19
UrbanMart,P100002,10.91,2025-08-19T13:56:06,2025-08-19
GrocerX,P100003,7.19,2025-08-19T22:01:36,2025-08-19
MarketHub,P100003,10.18,2025-08-19T11:34:09,2025-08-19
ValueFoods,P100003,7.43,2025-08-19T08:49:27,2025-08-19
UrbanMart,P100003,8.26,2025-08-19T23:11:38,2025-08-19
GrocerX,P100004,13.31,2025-08-19T06:36:29,2025-08-19
MarketHub,P100004,9.88,2025-08-19T06:35:42,2025-08-19
UrbanMart,P100004,7.18,2025-08-19T20:38:25,2025-08-19
GrocerX,P100005,6.82,2025-08-19T16:01:35,2025-08-19
MarketHub,P100005,7.66,2025-08-19T15:38:07,2025-08-19
GrocerX,P100006,4.52,2025-08-19T15:38:40,2025-08-19
MarketHub,P100006,4.97,2025-08-19T16:42:30,2025-08-19
ValueFoods,P100006,4.40,2025-08-19T23:45:50,2025-08-19
UrbanMart,P100006,3.76,2025-08-19T21:43:24,2025-08-19
GrocerX,P100007,8.33,2025-08-19T13:44:09,2025-08-19
ValueFoods,P100007,5.34,2025-08-19T11:21:01,2025-08-19
UrbanMart,P100007,6.75,2025-08-19T10:35:07,2025-08-19
GrocerX,P100008,5.45,2025-08-19T17:24:05,2025-08-19
MarketHub,P100008,4.22,2025-08-19T09:52:14,2025-08-19
UrbanMart,P100008,3.83,2025-08-19T05:03:23,2025-08-19
GrocerX,P100009,2.85,2025-08-19T17:00:40,2025-08-19
MarketHub,P100010,0.52,2025-08-19T10:19:23,2025-08-19
ValueFoods,P100010,0.57,2025-08-19T22:38:51,2025-08-19
UrbanMart,P100010,0.37,2025-08-19T06:52:52,2025-08-19
GrocerX,P100011,7.74,2025-08-19T02:14:51,2025-08-19
MarketHub,P100011,6.53,2025-08-19T21:44:51,2025-08-19
GrocerX,P100012,7.76,2025-08-19T06:23:41,2025-08-19
