competitor,product_id,price,scrape_ts,event_date
MarketHub,P100000,1.26,2025-08-07T21:07:43,2025-08-07
UrbanMart,P100000,1.24,2025-08-07T08:41:44,2025-08-07
GrocerX,P100001,3.63,2025-08-07T08:12:51,2025-08-07
ValueFoods,P100001,6.65,2025-08-07T21:25:20,2025-08-07
UrbanMart,P100001,5.22,2025-08-07T02:10:03,2025-08-07
GrocerX,P100002,8.84,2025-08-07T04:33:45,2025-08-07
MarketHub,P100002,12.37,2025-08-07T22:27:49,2025-08-07
ValueFoods,P100002,-,2025-08-07T11:11:38,2025-08-07
UrbanMart,P100002,8.18,2025-08-07T05:09:49,2025-08-07
UrbanMart,P100003,9.10,2025-08-07T08:03:53,2025-08-07
GrocerX,P100004,9.50,2025-08-07T21:34:50,2025-08-07
ValueFoods,P100004,9.79,2025-08-07T02:47:16,2025-08-07
UrbanMart,P100004,6.53,2025-08-07T05:40:21,2025-08-07
GrocerX,P100005,8.37,2025-08-07T17:25:03,2025-08-07
MarketHub,P100005,6.49,2025-08-07T11:40:30,2025-08-07
UrbanMart,P100005,5.35,2025-08-07T14:20:03,2025-08-07
GrocerX,P100006,4.31,2025-08-07T18:25:39,2025-08-07
MarketHub,P100006,3.91,2025-08-07T07:07:52,2025-08-07
ValueFoods,P100006,4.44,2025-08-07T21:12:14,2025-08-07
UrbanMart,P100006,5.07,2025-08-07T11:53:13,2025-08-07
GrocerX,P100007,5.32,2025-08-07T06:58:53,2025-08-07
MarketHub,P100007,5.58,2025-08-07T01:05:09,2025-08-07
ValueFoods,P100007,8.15,2025-08-07T10:30:04,2025-08-07
GrocerX,P100008,2.98,2025-08-07T10:46:33,2025-08-07
MarketHub,P100008,4.32,2025-08-07T05:07:28,2025-08-07
ValueFoods,P100008,3.36,2025-08-07T03:07:58,2025-08-07
UrbanMart,P100008,4.15,2025-08-07T18:39:32,2025-08-07
MarketHub,P100009,2.46,,2025-08-07
UrbanMart,P100009,2.91,2025-08-07T15:26:11,2025-08-07
GrocerX,P100010,0.83,2025-08-07T18:14:09,2025-08-07
MarketHub,P100010,0.46,2025-08-07T21:46:45,2025-08-07
ValueFoods,P100010,0.34,2025-08-07T18:33:10,2025-08-07
MarketHub,P100011,5.60,2025-08-07T14:22:45,2025-08-07
ValueFoods,P100011,7.05,2025-08-07T07:21:53,2025-08-07
UrbanMart,P100011,8.10,2025-08-07T01:24:43,2025-08-07
GrocerX,P100012,10.66,2025-08-07T19:38:39,2025-08-07
MarketHub,P100012,11.73,2025-08-07T04:20:53,2025-08-07
ValueFoods,P100012,5.44,2025-08-07T03:56:43,2025-08-07
UrbanMart,P100012,11.15,2025-08-07T19:30:02,2025-08-07
GrocerX,P100013,3.01,2025-08-07T08:11:25,2025-08-07
MarketHub,P100013,3.19,2025-08-07T14:21:55,2025-08-07
ValueFoods,P100013,4.75,2025-08-07T22:43:40,2025-08-07
UrbanMart,P100013,4.12,2025-08-07T22:24:12,2025-08-07
GrocerX,P100014,7.33,2025-08-07T01:03:34,2025-08-07
MarketHub,P100014,6.83,2025-08-07T06:50:35,2025-08-07
ValueFoods,P100014,5.45,2025-08-07T20:30:17,2025-08-07
UrbanMart,P100014,6.61,2025-08-07T13:16:25,2025-08-07
MarketHub,P100015,5.86,2025-08-07T08:07:18,2025-08-07
GrocerX,P100016,0.44,2025-08-07T19:50:16,2025-08-07
ValueFoods,P100016,0.65,2025-08-07T03:09:22,2025-08-07
UrbanMart,P100016,0.24,2025-08-07T22:13:13,2025-08-07
GrocerX,P100017,7.59,2025-08-07T12:13:48,2025-08-07
MarketHub,P100017,7.81,2025-08-07T13:09:26,2025-08-07
ValueFoods,P100017,4.96,2025-08-07T23:18:49,2025-08-07
ValueFoods,P100018,4.61,2025-08-07T06:46:58,2025-08-07
GrocerX,P100019,4.53,2025-08-07T11:00:44,2025-08-07
UrbanMart,P100019,3.04,2025-08-07T06:26:00,2025-08-07
GrocerX,P100020,2.86,2025-08-07T17:17:44,2025-08-07
UrbanMart,P100020,3.56,2025-08-07T07:57:18,2025-08-07
GrocerX,P100021,3.06,2025-08-07T16:27:38,2025-08-07
MarketHub,P100021,3.26,2025-08-07T07:23:55,2025-08-07
ValueFoods,P100021,2.66,2025-08-07T17:06:56,2025-08-07
UrbanMart,P100021,2.32,2025-08-07T13:00:29,2025-08-07
GrocerX,P100022,3.89,2025-08-07T07:22:45,2025-08-07
ValueFoods,P100022,3.98,2025-08-07T22:52:57,2025-08-07
UrbanMart,P100022,6.07,2025-08-07T03:26:40,2025-08-07
GrocerX,P100023,8.53,2025-08-07T16:52:50,2025-08-07
MarketHub,P100023,7.15,2025-08-07T08:29:53,2025-08-07
ValueFoods,P100023,9.11,2025-08-07T20:02:34,2025-08-07
UrbanMart,P100023,7.38,2025-08-07T13:38:42,2025-08-07
GrocerX,P100024,0.56,2025-08-07T00:35:20,2025-08-07
MarketHub,P100024,0.55,2025-08-07T04:07:34,2025-08-07
ValueFoods,P100024,0.49,2025-08-07T19:43:41,2025-08-07
UrbanMart,P100024,0.44,2025-08-07T11:43:59,2025-08-07
GrocerX,P100025,6.84,2025-08-07T06:51:33,2025-08-07
MarketHub,P100025,9.02,2025-08-07T21:19:07,2025-08-07
UrbanMart,P100025,10.27,2025-08-07T04:33:06,2025-08-07
GrocerX,P100026,9.42,2025-08-07T19:08:12,2025-08-06
ValueFoods,P100026,10.46,2025-08-07T00:15:07,2025-08-07
UrbanMart,P100026,14.02,2025-08-07T02:37:33,2025-08-07
