competitor,product_id,price,scrape_ts,event_date
MarketHub,P100000,1.58,2025-08-30T21:29:15,2025-08-30
ValueFoods,P100000,1.31,2025-08-30T06:54:25,2025-08-30
UrbanMart,P100000,1.34,2025-08-30T00:27:24,2025-08-30
GrocerX,P100001,6.64,2025-08-30T02:43:03,2025-08-30
MarketHub,P100001,5.16,2025-08-30T07:46:48,2025-08-30
UrbanMart,P100001,4.94,2025-08-30T21:48:42,2025-08-30
GrocerX,P100002,7.86,2025-08-30T01:40:56,2025-08-30
ValueFoods,P100002,10.92,2025-08-30T06:37:52,2025-08-30
UrbanMart,P100002,7.51,2025-08-30T13:52:46,2025-08-30
GrocerX,P100003,6.81,2025-08-30T17:41:52,2025-08-30
MarketHub,P100003,10.20,2025-08-30T21:54:37,2025-08-30
ValueFoods,P100003,9.82,2025-08-30T02:42:10,2025-08-30
GrocerX,P100004,12.26,2025-08-30T10:30:19,2025-08-30
MarketHub,P100004,10.98,2025-08-30T12:33:08,2025-08-30
ValueFoods,P100004,9.87,2025-08-30T00:29:58,2025-08-30
UrbanMart,P100004,11.33,2025-08-30T07:52:42,2025-08-30
GrocerX,P100005,5.08,2025-08-30T21:19:54,2025-08-30
MarketHub,P100005,9.93,2025-08-30T08:25:57,2025-08-30
ValueFoods,P100005,9.93,2025-08-30T14:57:03,2025-08-30
UrbanMart,P100005,3.40,2025-08-30T14:53:46,2025-08-30
GrocerX,P100006,4.22,2025-08-30T04:44:46,2025-08-30
ValueFoods,P100006,5.21,2025-08-30T17:18:48,2025-08-30
UrbanMart,P100006,4.70,2025-08-30T02:29:12,2025-08-30
MarketHub,P100007,5.72,2025-08-30T04:33:44,2025-08-30
ValueFoods,P100007,7.70,2025-08-30T04:17:38,2025-08-30
UrbanMart,P100007,6.09,2025-08-30T02:48:43,2025-08-30
GrocerX,P100008,3.47,2025-08-30T13:30:00,2025-08-30
MarketHub,P100008,4.04,2025-08-30T05:30:59,2025-08-30
ValueFoods,P100008,3.14,2025-08-30T08:16:24,2025-08-30
UrbanMart,P100008,3.83,2025-08-30T20:49:02,2025-08-30
GrocerX,P100009,3.09,2025-08-30T06:03:07,2025-08-30
ValueFoods,P100009,3.56,2025-08-30T02:11:46,2025-08-30
UrbanMart,P100009,2.12,2025-08-30T23:14:09,2025-08-30
MarketHub,P100010,0.57,2025-08-30T04:29:20,2025-08-30
ValueFoods,P100010,0.44,2025-08-30T23:08:21,2025-08-30
UrbanMart,P100010,0.64,2025-08-30T06:31:54,2025-08-30
MarketHub,P100011,6.52,2025-08-30T17:19:06,2025-08-30
ValueFoods,P100011,8.03,2025-08-30T17:32:34,2025-08-30
UrbanMart,P100011,7.96,2025-08-30T13:21:08,2025-08-30
GrocerX,P100012,13.29,2025-08-30T22:51:29,2025-08-30
MarketHub,P100012,10.83,2025-08-30T11:39:14,2025-08-30
ValueFoods,P100012,8.05,2025-08-30T12:58:57,2025-08-30
UrbanMart,P100012,12.69,2025-08-30T13:04:53,2025-08-30
MarketHub,P100013,3.49,2025-08-30T15:43:37,2025-08-30
UrbanMart,P100013,2.36,2025-08-30T01:44:37,2025-08-30
GrocerX,P100014,4.49,2025-08-30T16:08:16,2025-08-30
MarketHub,P100014,4.64,2025-08-30T10:37:32,2025-08-30
UrbanMart,P100014,7.20,2025-08-30T04:06:24,2025-08-30
GrocerX,P100015,7.32,2025-08-30T11:38:46,2025-08-30
MarketHub,P100015,7.82,2025-08-30T20:25:00,2025-08-30
ValueFoods,P100015,6.38,2025-08-30T20:06:02,2025-08-30
UrbanMart,P100015,5.95,2025-08-30T09:34:47,2025-08-30
GrocerX,P100016,0.36,2025-08-30T11:06:23,2025-08-30
UrbanMart,P100016,0.54,2025-08-30T01:07:40,2025-08-30
GrocerX,P100017,3.27,2025-08-30T20:22:51,2025-08-30
MarketHub,P100017,5.88,2025-08-30T12:00:23,2025-08-30
ValueFoods,P100017,6.10,2025-08-30T17:42:44,2025-08-30
UrbanMart,P100017,3.10,2025-08-30T03:55:14,2025-08-30
MarketHub,P100018,5.64,2025-08-30T07:50:08,2025-08-30
ValueFoods,P100018,5.82,2025-08-30T02:37:49,2025-08-30
UrbanMart,P100018,3.64,2025-08-30T06:11:16,2025-08-30
MarketHub,P100019,4.41,2025-08-30T03:21:00,2025-08-30
