competitor,product_id,price,scrape_ts,event_date
GrocerX,P100000,1.21,2025-08-06T19:18:09,2025-08-06
MarketHub,P100000,1.31,2025-08-06T23:05:27,2025-08-06
ValueFoods,P100000,1.08,2025-08-06T12:12:04,2025-08-06
UrbanMart,P100000,1.62,2025-08-06T22:04:18,2025-08-06
GrocerX,P100001,6.14,2025-08-06T12:27:48,2025-08-06
MarketHub,P100001,5.57,2025-08-06T07:18:22,2025-08-06
ValueFoods,P100001,4.29,2025-08-06T18:11:18,2025-08-06
UrbanMart,P100001,3.09,2025-08-06T14:27:13,2025-08-06
GrocerX,P100002,8.72,2025-08-06T19:47:48,2025-08-06
MarketHub,P100002,10.83,2025-08-06T02:20:44,2025-08-06
UrbanMart,P100002,11.07,2025-08-06T13:37:00,2025-08-06
MarketHub,P100003,8.02,2025-08-06T10:47:19,2025-08-06
ValueFoods,P100003,8.30,2025-08-06T10:14:25,2025-08-06
UrbanMart,P100003,9.97,2025-08-06T14:21:23,2025-08-06
GrocerX,P100004,11.23,2025-08-06T04:17:24,2025-08-06
MarketHub,P100004,8.62,2025-08-06T02:16:42,2025-08-06
MarketHub,P100005,7.97,2025-08-06T08:39:17,2025-08-06
ValueFoods,P100005,6.50,2025-08-06T05:36:46,2025-08-06
UrbanMart,P100005,8.38,2025-08-06T09:31:04,2025-08-06
GrocerX,P100006,4.85,2025-08-06T16:12:13,2025-08-06
MarketHub,P100006,3.57,2025-08-06T01:15:08,2025-08-06
ValueFoods,P100006,3.26,2025-08-06T14:13:11,2025-08-06
UrbanMart,P100006,4.34,2025-08-06T16:00:33,2025-08-06
GrocerX,P100007,8.56,2025-08-06T10:18:50,2025-08-06
MarketHub,P100007,8.89,2025-08-06T19:54:32,2025-08-06
ValueFoods,P100007,8.19,2025-08-06T05:55:58,2025-08-06
UrbanMart,P100007,10.26,2025-08-06T18:34:16,2025-08-06
MarketHub,P100008,3.52,2025-08-06T02:34:51,2025-08-06
ValueFoods,P100008,3.56,2025-08-06T16:11:54,2025-08-06
UrbanMart,P100008,4.65,2025-08-06T14:10:43,2025-08-06
GrocerX,P100009,2.34,2025-08-06T04:15:56,2025-08-05
ValueFoods,P100009,3.79,2025-08-06T20:32:06,2025-08-06
GrocerX,P100010,0.51,2025-08-06T07:25:43,2025-08-06
MarketHub,P100010,0.58,2025-08-06T22:43:07,2025-08-06
ValueFoods,P100010,0.54,2025-08-06T05:00:27,2025-08-06
UrbanMart,P100010,0.48,2025-08-06T13:18:50,2025-08-06
GrocerX,P100011,7.43,2025-08-06T04:32:01,2025-08-06
MarketHub,P100011,6.87,2025-08-06T13:31:07,2025-08-06
ValueFoods,P100011,6.26,2025-08-06T19:51:05,2025-08-06
UrbanMart,P100011,7.37,2025-08-06T04:29:58,2025-08-06
MarketHub,P100012,10.68,2025-08-06T18:14:21,2025-08-06
GrocerX,P100013,4.04,2025-08-06T19:53:24,2025-08-06
ValueFoods,P100013,3.79,2025-08-06T18:56:27,2025-08-06
UrbanMart,P100013,3.27,2025-08-06T12:20:28,2025-08-06
GrocerX,P100014,6.05,2025-08-06T04:54:04,
MarketHub,P100014,4.85,2025-08-06T08:12:20,2025-08-06
UrbanMart,P100014,8.95,2025-08-06T08:38:13,2025-08-06
GrocerX,P100015,4.97,2025-08-06T18:37:35,2025-08-06
MarketHub,P100015,4.83,2025-08-06T12:20:05,2025-08-06
ValueFoods,P100015,10.03,2025-08-06T02:40:03,2025-08-06
MarketHub,P100016,0.46,2025-08-06T21:26:55,2025-08-06
ValueFoods,P100016,0.53,2025-08-06T12:50:03,2025-08-06
UrbanMart,P100016,0.47,2025-08-06T19:47:55,2025-08-06
GrocerX,P100017,4.21,2025-08-06T07:27:47,2025-08-06
MarketHub,P100017,5.21,2025-08-06T19:40:06,2025-08-06
ValueFoods,P100017,5.48,2025-08-06T09:09:04,2025-08-06
UrbanMart,P100017,8.30,2025-08-06T05:20:28,2025-08-06
GrocerX,P100018,4.37,2025-08-06T16:10:31,2025-08-06
MarketHub,P100018,4.73,2025-08-06T17:31:58,2025-08-06
UrbanMart,P100018,5.01,2025-08-06T15:35:02,2025-08-06
GrocerX,P100019,6.18,2025-08-06T08:05:54,2025-08-06
MarketHub,P100019,3.62,2025-08-06T12:41:14,2025-08-06
UrbanMart,P100019,2.80,2025-08-06T23:39:22,2025-08-06
GrocerX,P100020,5.08,2025-08-06T14:38:31,2025-08-06
MarketHub,P100020,4.05,2025-08-06T11:43:01,2025-08-06
ValueFoods,P100020,4.90,2025-08-06T19:08:43,2025-08-06
UrbanMart,P100020,3.88,2025-08-06T23:00:52,2025-08-06
MarketHub,P100021,3.58,2025-08-06T16:28:45,2025-08-06
ValueFoods,P100021,3.01,2025-08-06T09:24:00,2025-08-06
UrbanMart,P100021,3.16,2025-08-06T02:23:54,2025-08-06
GrocerX,P100022,7.24,2025-08-06T17:52:04,2025-08-06
MarketHub,P100022,5.11,2025-08-06T18:01:58,2025-08-06
ValueFoods,P100022,4.75,2025-08-06T08:00:06,2025-08-06
UrbanMart,P100022,7.12,2025-08-06T15:48:12,2025-08-06
MarketHub,P100023,7.39,2025-08-06T10:50:17,2025-08-06
ValueFoods,P100023,6.66,2025-08-06T12:29:29,2025-08-06
UrbanMart,P100023,12.43,2025-08-06T13:12:36,2025-08-06
ValueFoods,P100024,0.58,2025-08-06T07:53:25,2025-08-06
UrbanMart,P100024,0.42,2025-08-06T02:36:38,2025-08-06
GrocerX,P100025,9.22,2025-08-06T21:42:19,2025-08-06
MarketHub,P100025,14.93,2025-08-06T23:49:56,2025-08-06
ValueFoods,P100025,8.08,2025-08-06T20:25:42,2025-08-06
GrocerX,P100026,10.96,2025-08-06T21:34:22,2025-08-06
MarketHub,P100026,13.29,2025-08-06T04:18:04,2025-08-06
UrbanMart,P100026,11.77,2025-08-06T00:53:27,2025-08-06
GrocerX,P100027,4.04,2025-08-06T12:15:50,2025-08-06
MarketHub,P100027,3.65,2025-08-06T03:12:21,2025-08-06
ValueFoods,P100027,2.70,2025-08-06T08:03:48,2025-08-06
MarketHub,P100028,0.65,2025-08-06T23:10:30,2025-08-06
ValueFoods,P100028,0.57,2025-08-06T21:09:57,2025-08-06
UrbanMart,P100028,0.43,2025-08-06T21:37:39,2025-08-06
GrocerX,P100029,0.54,2025-08-06T02:14:17,2025-08-06
MarketHub,P100029,0.51,2025-08-06T13:34:09,2025-08-06
ValueFoods,P100029,0.50,2025-08-06T02:07:30,2025-08-06
UrbanMart,P100029,0.56,2025-08-06T11:23:41,2025-08-06
GrocerX,P100030,5.74,2025-08-06T06:47:19,2025-08-06
MarketHub,P100030,6.88,2025-08-06T08:15:04,2025-08-06
ValueFoods,P100030,5.68,2025-08-06T09:15:18,2025-08-06
UrbanMart,P100030,6.27,2025-08-06T16:33:08,2025-08-06
GrocerX,P100031,9.32,2025-08-06T07:38:06,2025-08-06
MarketHub,P100031,14.80,2025-08-06T09:12:30,2025-08-06
ValueFoods,P100031,17.72,2025-08-06T00:40:47,2025-08-06
UrbanMart,P100031,12.15,2025-08-06T15:58:04,2025-08-06
MarketHub,P100032,4.01,2025-08-06T22:03:09,2025-08-06
ValueFoods,P100032,7.49,2025-08-06T14:17:11,2025-08-06
UrbanMart,P100032,7.95,2025-08-06T06:12:47,2025-08-06
MarketHub,P100033,8.52,2025-08-06T12:50:35,2025-08-06
ValueFoods,P100033,12.89,2025-08-06T02:40:02,2025-08-06
UrbanMart,P100033,9.29,2025-08-06T13:34:03,2025-08-06
MarketHub,P100034,5.81,2025-08-06T17:04:54,2025-08-06
ValueFoods,P100034,7.89,2025-08-06T00:12:05,2025-08-06
UrbanMart,P100034,8.16,2025-08-06T00:51:15,2025-08-06
GrocerX,P100035,5.38,2025-08-06T12:18:10,2025-08-06
ValueFoods,P100035,6.20,2025-08-06T11:06:10,2025-08-06
UrbanMart,P100035,6.08,2025-08-06T03:53:16,2025-08-06
MarketHub,P100036,5.34,2025-08-06T11:04:36,2025-08-06
ValueFoods,P100036,3.27,2025-08-06T06:08:39,2025-08-06
UrbanMart,P100036,6.22,2025-08-06T09:26:45,2025-08-06
GrocerX,P100037,4.96,2025-08-06T03:08:06,2025-08-06
MarketHub,P100037,5.01,2025-08-06T05:10:17,2025-08-06
ValueFoods,P100037,5.04,2025-08-06T15:52:24,2025-08-06
UrbanMart,P100037,7.13,2025-08-06T13:46:23,2025-08-06
GrocerX,P100038,7.34,2025-08-06T16:18:31,2025-08-06
ValueFoods,P100038,6.69,2025-08-06T08:23:12,2025-08-06
UrbanMart,P100038,8.76,2025-08-06T01:58:18,2025-08-06
GrocerX,P100039,8.35,2025-08-06T08:36:46,2025-08-06
