competitor,product_id,price,scrape_ts,event_date
GrocerX,P100000,1.44,2025-08-26T21:17:22,2025-08-26
UrbanMart,P100000,1.35,2025-08-26T19:24:38,2025-08-26
GrocerX,P100001,5.65,2025-08-26T04:07:56,2025-08-26
MarketHub,P100001,4.11,2025-08-26T13:14:29,2025-08-26
ValueFoods,P100001,6.22,2025-08-26T11:09:49,2025-08-26
MarketHub,P100002,13.73,2025-08-26T15:44:38,2025-08-26
ValueFoods,P100002,9.14,2025-08-26T14:48:19,2025-08-26
UrbanMart,P100002,8.46,2025-08-26T23:51:17,2025-08-26
GrocerX,P100003,5.99,2025-08-26T01:26:30,2025-08-26
MarketHub,P100003,9.45,2025-08-26T02:55:57,2025-08-26
ValueFoods,P100003,11.47,2025-08-26T22:05:31,2025-08-26
UrbanMart,P100003,7.25,2025-08-26T05:16:03,2025-08-26
GrocerX,P100004,8.61,2025-08-26T16:50:24,2025-08-26
MarketHub,P100004,9.43,2025-08-26T08:31:18,2025-08-26
ValueFoods,P100004,8.72,2025-08-26T00:16:31,2025-08-26
UrbanMart,P100004,12.05,2025-08-26T23:15:08,2025-08-26
MarketHub,P100005,6.12,2025-08-26T20:28:54,2025-08-26
ValueFoods,P100005,7.19,2025-08-26T11:32:17,2025-08-26
UrbanMart,P100005,9.19,2025-08-26T10:38:15,2025-08-26
MarketHub,P100006,4.67,2025-08-26T04:23:47,2025-08-26
ValueFoods,P100006,3.51,2025-08-26T11:20:17,2025-08-26
UrbanMart,P100006,3.85,2025-08-26T02:07:48,2025-08-26
GrocerX,P100007,7.18,2025-08-26T20:24:43,2025-08-26
MarketHub,P100007,7.26,2025-08-26T01:56:54,2025-08-26
ValueFoods,P100007,6.87,2025-08-26T14:20:37,2025-08-26
GrocerX,P100008,3.64,2025-08-26T12:16:45,2025-08-26
MarketHub,P100008,2.88,2025-08-26T21:03:46,2025-08-26
ValueFoods,P100008,3.30,2025-08-26T06:55:18,2025-08-26
UrbanMart,P100008,3.60,2025-08-26T16:49:00,2025-08-26
GrocerX,P100009,3.47,2025-08-26T18:48:46,2025-08-26
MarketHub,P100009,2.45,2025-08-26T06:20:30,2025-08-26
