competitor,product_id,price,scrape_ts,event_date
MarketHub,P100000,1.31,2025-08-02T23:04:30,2025-08-02
ValueFoods,P100000,1.76,2025-08-02T03:57:11,2025-08-02
GrocerX,P100001,4.67,2025-08-02T05:57:42,2025-08-02
MarketHub,P100001,3.68,2025-08-02T12:51:32,2025-08-02
ValueFoods,P100001,5.31,2025-08-02T19:10:01,2025-08-02
UrbanMart,P100001,5.92,2025-08-02T07:26:17,2025-08-02
GrocerX,P100002,10.11,2025-08-02T02:37:19,2025-08-02
MarketHub,P100002,4.81,2025-08-02T22:37:30,2025-08-02
ValueFoods,P100002,11.07,2025-08-02T05:57:37,2025-08-02
UrbanMart,P100002,8.93,2025-08-02T03:41:53,2025-08-02
GrocerX,P100003,7.57,2025-08-02T01:22:19,2025-08-02
MarketHub,P100003,8.37,2025-08-02T05:22:32,2025-08-02
ValueFoods,P100003,10.70,2025-08-02T01:13:44,2025-08-02
UrbanMart,P100003,7.30,2025-08-02T00:03:54,2025-08-02
GrocerX,P100004,11.24,2025-08-02T10:31:15,2025-08-02
MarketHub,P100004,11.12,2025-08-02T01:05:33,2025-08-02
ValueFoods,P100004,9.56,2025-08-02T17:29:36,2025-08-02
UrbanMart,P100004,8.37,2025-08-02T14:43:33,2025-08-02
GrocerX,P100005,9.78,2025-08-02T22:34:37,2025-08-02
MarketHub,P100005,4.49,2025-08-02T06:52:49,2025-08-02
UrbanMart,P100005,8.40,2025-08-02T19:05:31,2025-08-02
GrocerX,P100006,3.34,2025-08-02T04:03:27,2025-08-02
MarketHub,P100006,4.23,2025-08-02T14:05:32,2025-08-02
ValueFoods,P100006,4.17,2025-08-02T22:25:41,2025-08-02
UrbanMart,P100006,5.13,2025-08-02T06:32:41,2025-08-02
GrocerX,P100007,7.30,2025-08-02T12:00:08,2025-08-02
ValueFoods,P100007,5.13,2025-08-02T22:19:46,2025-08-02
UrbanMart,P100007,5.81,2025-08-02T09:46:41,2025-08-02
GrocerX,P100008,3.93,2025-08-02T05:14:33,2025-08-02
MarketHub,P100008,2.45,2025-08-02T04:05:32,2025-08-02
ValueFoods,P100008,4.54,2025-08-02T00:57:38,2025-08-02
UrbanMart,P100008,4.48,2025-08-02T04:25:07,2025-08-02
GrocerX,P100009,2.44,2025-08-02T14:49:29,2025-08-02
MarketHub,P100009,3.51,2025-08-02T04:16:18,2025-08-02
ValueFoods,P100009,2.56,2025-08-02T08:43:52,2025-08-02
UrbanMart,P100009,2.12,2025-08-02T15:43:08,2025-08-02
GrocerX,P100010,0.35,2025-08-02T07:01:19,2025-08-02
MarketHub,P100010,0.41,2025-08-02T12:41:01,2025-08-02
ValueFoods,P100010,0.57,2025-08-02T19:05:08,2025-08-02
GrocerX,P100011,6.09,2025-08-02T00:02:10,2025-08-02
MarketHub,P100011,8.39,2025-08-02T01:11:50,2025-08-02
ValueFoods,P100011,5.17,2025-08-02T17:23:52,2025-08-02
UrbanMart,P100011,8.16,2025-08-02T03:50:14,2025-08-02
GrocerX,P100012,9.82,2025-08-02T07:23:33,2025-08-02
MarketHub,P100012,12.81,2025-08-02T20:56:19,2025-08-02
ValueFoods,P100012,10.40,2025-08-02T14:09:23,2025-08-02
UrbanMart,P100012,9.68,2025-08-02T06:56:58,2025-08-02
MarketHub,P100013,3.80,2025-08-02T20:17:06,2025-08-02
ValueFoods,P100013,4.04,2025-08-02T18:06:35,2025-08-02
MarketHub,P100014,6.68,2025-08-02T04:33:28,2025-08-02
UrbanMart,P100014,8.16,2025-08-02T10:03:44,2025-08-02
GrocerX,P100015,6.55,2025-08-02T04:44:50,2025-08-02
MarketHub,P100015,8.35,2025-08-02T18:21:20,2025-08-02
ValueFoods,P100015,6.22,2025-08-02T05:31:49,2025-08-02
