competitor,product_id,price,scrape_ts,event_date
GrocerX,P100000,1.51,2025-08-23T01:14:09,2025-08-23
MarketHub,P100000,1.54,2025-08-23T14:03:00,2025-08-23
ValueFoods,P100000,1.51,2025-08-23T10:28:41,2025-08-23
UrbanMart,P100000,1.42,2025-08-23T19:41:24,2025-08-23
MarketHub,P100001,4.81,2025-08-23T18:24:28,2025-08-23
ValueFoods,P100001,4.46,2025-08-23T18:19:41,2025-08-23
UrbanMart,P100001,3.16,2025-08-23T08:03:48,2025-08-23
GrocerX,P100002,11.11,2025-08-23T04:40:46,2025-08-23
MarketHub,P100002,6.57,2025-08-23T20:01:03,2025-08-23
ValueFoods,P100002,13.51,2025-08-23T21:27:10,2025-08-23
UrbanMart,P100002,6.87,2025-08-23T04:29:08,2025-08-23
GrocerX,P100003,11.19,2025-08-23T19:04:44,2025-08-23
ValueFoods,P100003,7.12,2025-08-23T04:38:40,2025-08-23
UrbanMart,P100003,7.29,2025-08-23T17:48:17,2025-08-23
GrocerX,P100004,12.37,2025-08-23T16:07:35,2025-08-23
MarketHub,P100004,10.09,2025-08-23T19:36:08,2025-08-23
ValueFoods,P100004,12.48,2025-08-23T05:08:26,2025-08-23
UrbanMart,P100004,7.81,2025-08-23T19:19:38,2025-08-23
GrocerX,P100005,8.37,2025-08-23T22:26:33,2025-08-23
MarketHub,P100005,7.11,2025-08-23T03:41:35,2025-08-23
ValueFoods,P100005,6.86,2025-08-23T00:28:31,2025-08-23
MarketHub,P100006,4.42,2025-08-23T22:10:19,2025-08-23
ValueFoods,P100006,3.92,2025-08-23T21:46:28,2025-08-23
UrbanMart,P100006,4.16,2025-08-23T13:20:06,2025-08-23
GrocerX,P100007,7.62,2025-08-23T10:27:15,2025-08-23
MarketHub,P100007,9.11,2025-08-23T17:03:30,2025-08-23
ValueFoods,P100007,4.82,2025-08-23T03:02:27,2025-08-23
GrocerX,P100008,4.12,2025-08-23T21:41:52,2025-08-23
ValueFoods,P100008,4.27,2025-08-23T02:08:53,2025-08-23
UrbanMart,P100008,6.17,2025-08-23T09:04:42,2025-08-23
GrocerX,P100009,1.70,2025-08-23T05:13:55,2025-08-23
MarketHub,P100009,1.93,2025-08-23T23:27:36,2025-08-23
ValueFoods,P100009,4.20,2025-08-23T02:16:41,2025-08-23
UrbanMart,P100009,3.61,2025-08-23T03:58:40,2025-08-23
GrocerX,P100010,0.36,2025-08-23T14:43:41,2025-08-23
MarketHub,P100010,0.61,2025-08-23T23:34:27,2025-08-23
ValueFoods,P100010,0.48,2025-08-23T05:40:00,2025-08-23
UrbanMart,P100010,0.41,2025-08-23T08:14:02,2025-08-23
GrocerX,P100011,3.04,2025-08-23T22:10:14,2025-08-23
MarketHub,P100011,7.91,2025-08-23T03:55:55,2025-08-23
UrbanMart,P100011,6.61,2025-08-23T18:48:35,2025-08-23
GrocerX,P100012,9.46,2025-08-23T08:03:28,2025-08-23
MarketHub,P100012,12.09,2025-08-23T07:43:09,2025-08-23
UrbanMart,P100012,6.46,2025-08-23T19:06:33,2025-08-23
GrocerX,P100013,3.56,2025-08-23T15:10:31,2025-08-23
MarketHub,P100013,4.26,2025-08-23T02:08:47,2025-08-23
UrbanMart,P100013,3.70,2025-08-23T07:57:34,2025-08-23
GrocerX,P100014,6.79,2025-08-23T02:33:42,2025-08-23
GrocerX,P100015,6.23,2025-08-23T09:42:25,2025-08-23
MarketHub,P100015,6.09,2025-08-23T18:29:37,2025-08-23
ValueFoods,P100015,5.72,2025-08-23T09:14:29,2025-08-23
UrbanMart,P100015,6.85,2025-08-23T18:05:39,2025-08-23
GrocerX,P100016,0.49,2025-08-23T17:09:20,2025-08-23
MarketHub,P100016,0.37,2025-08-23T05:24:33,2025-08-23
ValueFoods,P100016,0.51,2025-08-23T20:11:54,2025-08-23
MarketHub,P100017,7.64,2025-08-23T14:53:49,2025-08-23
ValueFoods,P100017,6.92,2025-08-23T21:13:04,2025-08-23
GrocerX,P100018,4.42,2025-08-23T19:06:13,2025-08-23
MarketHub,P100018,4.09,2025-08-23T10:31:18,2025-08-23
ValueFoods,P100018,5.51,2025-08-23T14:17:25,2025-08-23
UrbanMart,P100018,3.38,2025-08-23T12:28:21,2025-08-23
MarketHub,P100019,3.51,2025-08-23T01:54:03,2025-08-23
ValueFoods,P100019,4.63,2025-08-23T06:32:40,2025-08-23
UrbanMart,P100019,3.58,2025-08-23T11:35:36,2025-08-26
GrocerX,P100020,4.42,2025-08-23T19:26:18,2025-08-23
MarketHub,P100020,4.03,2025-08-23T22:42:46,2025-08-23
UrbanMart,P100020,2.43,2025-08-23T04:34:59,2025-08-23
MarketHub,P100021,2.95,2025-08-23T19:38:35,2025-08-23
ValueFoods,P100021,4.07,2025-08-23T05:50:04,2025-08-23
UrbanMart,P100021,2.49,2025-08-23T03:30:18,2025-08-23
GrocerX,P100022,6.30,2025-08-23T22:41:23,2025-08-23
MarketHub,P100022,3.64,2025-08-23T20:01:08,2025-08-23
ValueFoods,P100022,6.19,2025-08-23T06:34:10,2025-08-23
GrocerX,P100023,6.81,2025-08-23T07:18:11,2025-08-23
MarketHub,P100023,8.52,2025-08-23T00:20:29,2025-08-23
ValueFoods,P100023,6.53,2025-08-23T00:58:28,2025-08-23
UrbanMart,P100023,8.31,2025-08-23T15:04:06,2025-08-23
GrocerX,P100024,0.67,2025-08-23T17:50:56,2025-08-23
MarketHub,P100024,0.38,2025-08-23T15:28:04,2025-08-23
ValueFoods,P100024,0.49,2025-08-23T17:49:10,2025-08-23
