competitor,product_id,price,scrape_ts,event_date
GrocerX,P100000,1.25,2025-08-18T06:12:54,2025-08-18
MarketHub,P100000,0.70,2025-08-18T11:32:02,2025-08-18
ValueFoods,P100000,1.64,2025-08-18T06:45:14,2025-08-18
GrocerX,P100001,4.89,2025-08-18T08:12:37,2025-08-18
ValueFoods,P100001,4.43,2025-08-18T14:07:35,2025-08-18
UrbanMart,P100001,5.36,2025-08-18T00:19:46,2025-08-18
GrocerX,P100002,9.83,2025-08-18T19:32:01,2025-08-18
MarketHub,P100002,8.65,2025-08-18T15:31:33,2025-08-18
ValueFoods,P100002,10.64,2025-08-18T08:09:37,2025-08-18
UrbanMart,P100002,11.38,2025-08-18T03:17:45,2025-08-18
MarketHub,P100003,7.96,2025-08-18T21:14:47,2025-08-18
ValueFoods,P100003,10.41,2025-08-18T17:49:07,2025-08-18
UrbanMart,P100003,8.56,2025-08-18T01:56:54,2025-08-18
GrocerX,P100004,8.79,2025-08-18T20:51:48,2025-08-18
ValueFoods,P100004,10.48,2025-08-18T22:20:52,2025-08-18
UrbanMart,P100004,10.33,2025-08-18T21:53:39,2025-08-18
GrocerX,P100005,9.77,2025-08-18T06:06:28,2025-08-18
MarketHub,P100005,8.74,2025-08-18T08:49:58,2025-08-18
GrocerX,P100006,4.95,2025-08-18T02:56:52,2025-08-18
ValueFoods,P100006,1.57,2025-08-18T19:50:50,2025-08-18
MarketHub,P100007,6.38,2025-08-18T09:19:18,2025-08-18
ValueFoods,P100007,7.22,2025-08-18T06:43:28,2025-08-18
UrbanMart,P100007,8.43,2025-08-18T23:23:57,2025-08-18
GrocerX,P100008,3.85,2025-08-18T02:11:30,2025-08-18
MarketHub,P100008,3.47,2025-08-18T19:36:01,2025-08-18
ValueFoods,P100008,3.75,2025-08-18T22:38:41,2025-08-18
GrocerX,P100009,3.45,2025-08-18T12:08:54,2025-08-18
MarketHub,P100009,2.37,2025-08-18T19:07:45,2025-08-18
ValueFoods,P100009,1.98,2025-08-18T16:02:14,2025-08-18
UrbanMart,P100009,3.24,2025-08-18T18:54:06,2025-08-18
GrocerX,P100010,0.42,2025-08-18T19:13:27,2025-08-18
MarketHub,P100010,0.41,2025-08-18T06:18:04,2025-08-18
ValueFoods,P100010,0.47,2025-08-18T08:02:31,2025-08-18
UrbanMart,P100010,0.61,2025-08-18T02:07:15,2025-08-18
GrocerX,P100011,7.02,2025-08-18T10:30:43,2025-08-18
MarketHub,P100011,3.76,2025-08-18T06:56:35,2025-08-18
UrbanMart,P100011,6.14,2025-08-18T16:07:33,2025-08-18
MarketHub,P100012,9.31,2025-08-18T08:04:05,2025-08-18
ValueFoods,P100012,8.42,2025-08-18T13:40:53,2025-08-18
UrbanMart,P100012,14.09,2025-08-18T19:25:43,2025-08-18
MarketHub,P100013,4.67,2025-08-18T08:45:23,2025-08-18
GrocerX,P100014,2.85,2025-08-18T21:07:21,2025-08-18
MarketHub,P100014,4.70,2025-08-18T10:12:49,2025-08-18
UrbanMart,P100014,7.73,2025-08-18T11:48:18,2025-08-18
GrocerX,P100015,8.36,2025-08-18T03:31:19,2025-08-18
MarketHub,P100015,7.01,2025-08-18T17:07:49,2025-08-18
ValueFoods,P100015,7.19,2025-08-18T21:24:10,2025-08-18
UrbanMart,P100015,6.16,2025-08-18T21:05:32,2025-08-18
GrocerX,P100016,0.52,2025-08-18T02:24:45,2025-08-18
MarketHub,P100016,0.50,2025-08-18T10:04:01,2025-08-18
UrbanMart,P100016,0.54,2025-08-18T01:29:31,2025-08-18
GrocerX,P100017,2.91,2025-08-18T00:35:18,2025-08-18
MarketHub,P100017,7.01,2025-08-18T23:55:12,2025-08-18
ValueFoods,P100017,5.00,2025-08-18T03:32:13,2025-08-18
GrocerX,P100018,5.68,2025-08-18T11:34:29,2025-08-18
MarketHub,P100018,6.89,2025-08-18T16:41:57,2025-08-18
ValueFoods,P100018,3.02,2025-08-18T10:37:57,2025-08-18
UrbanMart,P100018,5.16,2025-08-18T04:14:08,2025-08-18
GrocerX,P100019,3.64,2025-08-18T13:32:39,2025-08-18
MarketHub,P100019,4.36,2025-08-18T20:04:20,2025-08-18
ValueFoods,P100019,3.04,2025-08-18T17:28:18,2025-08-18
UrbanMart,P100019,3.96,2025-08-18T04:49:06,2025-08-18
MarketHub,P100020,4.17,2025-08-18T10:19:29,2025-08-18
ValueFoods,P100020,4.82,2025-08-18T15:05:30,2025-08-18
UrbanMart,P100020,3.89,2025-08-18T17:35:35,2025-08-18
