competitor,product_id,price,scrape_ts,event_date
GrocerX,P100000,0.98,2025-08-25T10:22:52,2025-08-25
MarketHub,P100000,1.29,2025-08-25T08:32:44,2025-08-25
ValueFoods,P100000,1.36,2025-08-25T16:54:17,2025-08-25
UrbanMart,P100000,1.49,2025-08-25T07:36:28,2025-08-25
GrocerX,P100001,6.20,2025-08-25T01:19:08,2025-08-25
ValueFoods,P100001,5.00,2025-08-25T19:54:15,2025-08-25
UrbanMart,P100001,5.10,2025-08-25T19:08:43,2025-08-25
GrocerX,P100002,11.85,2025-08-25T22:51:51,2025-08-25
MarketHub,P100002,12.43,2025-08-25T14:52:04,2025-08-25
ValueFoods,P100002,8.83,2025-08-25T03:49:14,2025-08-25
GrocerX,P100003,8.99,2025-08-25T15:43:45,2025-08-25
MarketHub,P100003,10.54,2025-08-25T13:30:29,2025-08-25
ValueFoods,P100003,5.97,2025-08-25T08:12:58,2025-08-25
UrbanMart,P100003,6.97,2025-08-25T14:59:01,2025-08-25
GrocerX,P100004,12.75,2025-08-25T12:30:18,2025-08-25
ValueFoods,P100004,5.83,2025-08-25T18:15:23,2025-08-25
MarketHub,P100005,6.02,2025-08-25T12:07:49,2025-08-25
ValueFoods,P100005,7.25,2025-08-25T09:01:14,2025-08-25
UrbanMart,P100005,7.08,2025-08-25T11:39:27,2025-08-25
MarketHub,P100006,4.35,2025-08-25T00:06:01,2025-08-25
ValueFoods,P100006,4.83,2025-08-25T01:53:16,2025-08-25
UrbanMart,P100006,4.29,2025-08-25T11:32:23,2025-08-25
GrocerX,P100007,4.99,2025-08-25T16:14:19,2025-08-25
MarketHub,P100007,5.22,2025-08-25T17:58:22,2025-08-25
ValueFoods,P100007,6.82,2025-08-25T22:02:54,2025-08-25
UrbanMart,P100007,6.59,2025-08-25T05:19:42,2025-08-25
GrocerX,P100008,4.52,2025-08-25T20:20:00,2025-08-25
MarketHub,P100008,4.34,2025-08-25T19:28:20,2025-08-25
UrbanMart,P100008,4.25,2025-08-25T02:46:08,2025-08-25
GrocerX,P100009,3.56,2025-08-25T13:54:11,2025-08-25
MarketHub,P100009,3.04,2025-08-25T18:48:23,2025-08-25
ValueFoods,P100009,3.20,2025-08-25T09:44:28,2025-08-25
UrbanMart,P100009,3.53,2025-08-25T21:56:44,2025-08-25
GrocerX,P100010,0.39,2025-08-25T02:50:18,2025-08-25
MarketHub,P100010,0.56,2025-08-25T21:02:46,2025-08-25
ValueFoods,P100010,0.45,2025-08-25T20:49:23,2025-08-25
GrocerX,P100011,6.25,2025-08-25T20:45:50,2025-08-25
MarketHub,P100011,7.25,2025-08-25T14:50:27,2025-08-25
ValueFoods,P100011,6.45,2025-08-25T20:25:56,2025-08-25
UrbanMart,P100011,6.81,2025-08-25T18:31:55,2025-08-25
GrocerX,P100012,14.39,2025-08-25T14:00:33,2025-08-25
MarketHub,P100012,11.14,2025-08-25T10:14:39,2025-08-25
ValueFoods,P100012,9.59,2025-08-25T06:39:14,2025-08-25
ValueFoods,P100013,4.56,2025-08-25T11:39:01,2025-08-25
UrbanMart,P100013,3.53,2025-08-25T02:41:46,2025-08-25
GrocerX,P100014,5.59,2025-08-25T17:21:25,2025-08-25
MarketHub,P100014,6.05,2025-08-25T03:14:48,2025-08-25
ValueFoods,P100014,5.22,2025-08-25T07:44:12,2025-08-25
UrbanMart,P100014,4.86,2025-08-25T10:43:35,2025-08-25
GrocerX,P100015,8.44,2025-08-25T15:40:43,2025-08-25
MarketHub,P100015,6.96,2025-08-25T12:20:42,2025-08-25
ValueFoods,P100015,6.38,2025-08-25T14:44:56,2025-08-25
UrbanMart,P100015,5.58,2025-08-25T10:04:20,2025-08-25
GrocerX,P100016,0.31,2025-08-25T04:11:25,2025-08-25
MarketHub,P100016,0.38,2025-08-25T21:22:37,2025-08-25
ValueFoods,P100016,0.39,2025-08-25T00:31:48,2025-08-25
UrbanMart,P100016,0.53,2025-08-25T01:12:42,2025-08-25
GrocerX,P100017,2.98,2025-08-25T16:30:33,2025-08-25
MarketHub,P100017,6.48,2025-08-25T09:44:09,2025-08-25
ValueFoods,P100017,6.36,2025-08-25T07:17:43,
UrbanMart,P100017,5.10,2025-08-25T21:07:06,2025-08-25
GrocerX,P100018,5.40,2025-08-25T00:52:45,2025-08-25
MarketHub,P100018,4.85,2025-08-25T01:48:45,2025-08-25
ValueFoods,P100018,5.65,2025-08-25T20:36:37,2025-08-25
UrbanMart,P100018,3.49,2025-08-25T21:36:36,2025-08-24
MarketHub,P100019,3.91,2025-08-25T09:55:18,2025-08-25
ValueFoods,P100019,2.99,2025-08-25T02:53:14,2025-08-25
UrbanMart,P100019,3.51,2025-08-25T21:07:41,2025-08-25
GrocerX,P100020,3.24,2025-08-25T10:15:42,2025-08-25
ValueFoods,P100020,3.55,2025-08-25T17:46:49,2025-08-25
UrbanMart,P100020,3.48,2025-08-25T10:30:43,2025-08-25
GrocerX,P100021,2.58,2025-08-25T01:20:21,2025-08-25
MarketHub,P100021,2.92,2025-08-25T11:34:36,2025-08-25
ValueFoods,P100021,3.54,2025-08-25T23:41:12,2025-08-25
MarketHub,P100022,5.58,2025-08-25T14:11:09,2025-08-25
ValueFoods,P100022,5.11,2025-08-25T23:02:01,2025-08-25
GrocerX,P100023,6.48,2025-08-25T00:04:52,2025-08-25
MarketHub,P100023,5.85,2025-08-25T20:39:21,2025-08-25
ValueFoods,P100023,6.34,2025-08-25T17:35:49,2025-08-25
GrocerX,P100024,0.59,2025-08-25T08:08:08,2025-08-25
MarketHub,P100024,0.47,2025-08-25T16:41:40,2025-08-25
ValueFoods,P100024,0.47,2025-08-25T19:49:17,2025-08-25
GrocerX,P100025,8.87,2025-08-25T09:59:21,2025-08-25
MarketHub,P100025,7.12,2025-08-25T14:30:04,2025-08-25
ValueFoods,P100025,8.04,2025-08-25T21:45:58,2025-08-25
UrbanMart,P100025,7.52,2025-08-25T13:49:09,2025-08-25
GrocerX,P100026,11.89,2025-08-25T02:49:19,2025-08-25
MarketHub,P100026,15.06,2025-08-25T21:43:31,2025-08-25
ValueFoods,P100026,11.05,2025-08-25T10:38:30,2025-08-25
ValueFoods,P100027,3.67,2025-08-25T11:06:50,2025-08-25
UrbanMart,P100027,2.23,2025-08-25T09:54:35,2025-08-25
GrocerX,P100028,0.56,,2025-08-25
MarketHub,P100028,0.53,2025-08-25T05:19:54,2025-08-27
