competitor,product_id,price,scrape_ts,event_date
GrocerX,P100000,1.28,2025-08-16T02:38:44,2025-08-16
MarketHub,P100000,1.69,2025-08-16T02:04:06,2025-08-16
ValueFoods,P100000,1.53,2025-08-16T02:19:17,2025-08-16
ValueFoods,P100001,3.24,2025-08-16T06:52:14,2025-08-16
GrocerX,P100002,7.42,2025-08-16T00:54:06,2025-08-16
MarketHub,P100002,10.02,2025-08-16T23:52:56,2025-08-16
UrbanMart,P100002,10.44,2025-08-16T15:16:24,2025-08-16
GrocerX,P100003,9.15,2025-08-16T02:38:43,2025-08-16
MarketHub,P100003,7.99,2025-08-16T17:55:57,2025-08-16
ValueFoods,P100003,7.72,2025-08-16T18:32:20,2025-08-16
UrbanMart,P100003,9.31,2025-08-16T15:11:57,2025-08-16
GrocerX,P100004,10.66,2025-08-16T12:47:01,2025-08-16
MarketHub,P100004,14.92,2025-08-16T09:04:26,2025-08-16
ValueFoods,P100004,13.00,2025-08-16T20:04:48,2025-08-16
MarketHub,P100005,5.49,2025-08-16T12:00:24,2025-08-16
GrocerX,P100006,4.66,2025-08-16T20:01:31,2025-08-16
MarketHub,P100006,4.77,2025-08-16T15:23:08,2025-08-16
UrbanMart,P100006,3.77,2025-08-16T01:23:33,2025-08-16
MarketHub,P100007,6.00,2025-08-16T12:49:00,2025-08-16
ValueFoods,P100007,6.79,2025-08-16T05:13:46,2025-08-16
UrbanMart,P100007,7.13,2025-08-16T02:53:45,2025-08-16
GrocerX,P100008,3.56,2025-08-16T03:25:28,2025-08-16
ValueFoods,P100008,3.36,2025-08-16T00:24:37,2025-08-16
UrbanMart,P100008,3.28,2025-08-16T21:27:51,2025-08-16
GrocerX,P100009,2.88,2025-08-16T15:21:47,2025-08-16
ValueFoods,P100009,2.23,2025-08-16T15:33:52,2025-08-16
GrocerX,P100010,0.45,2025-08-16T22:41:10,2025-08-16
MarketHub,P100010,0.51,2025-08-16T15:14:15,2025-08-16
ValueFoods,P100010,0.58,2025-08-16T13:28:48,2025-08-16
GrocerX,P100011,7.56,2025-08-16T12:53:02,2025-08-16
MarketHub,P100011,6.85,2025-08-16T01:33:17,2025-08-16
UrbanMart,P100011,5.22,2025-08-16T16:23:01,2025-08-16
GrocerX,P100012,12.69,2025-08-16T19:07:38,2025-08-16
MarketHub,P100012,12.49,2025-08-16T18:02:22,2025-08-16
ValueFoods,P100012,11.24,2025-08-16T21:17:16,2025-08-16
UrbanMart,P100012,9.68,2025-08-16T14:22:30,2025-08-16
GrocerX,P100013,3.59,2025-08-16T13:43:54,2025-08-16
MarketHub,P100013,3.47,2025-08-16T20:40:58,2025-08-16
ValueFoods,P100013,3.62,2025-08-16T08:00:01,2025-08-16
UrbanMart,P100013,4.78,2025-08-16T10:20:34,2025-08-16
GrocerX,P100014,6.63,2025-08-16T08:16:15,2025-08-16
MarketHub,P100014,6.27,2025-08-16T00:48:04,2025-08-16
UrbanMart,P100014,6.85,2025-08-16T16:23:34,2025-08-16
GrocerX,P100015,8.20,2025-08-16T07:25:39,2025-08-16
ValueFoods,P100015,7.58,2025-08-16T17:45:54,2025-08-16
GrocerX,P100016,0.66,2025-08-16T07:37:09,2025-08-16
MarketHub,P100016,0.40,2025-08-16T20:16:55,2025-08-16
ValueFoods,P100016,0.56,2025-08-16T09:21:58,2025-08-16
UrbanMart,P100016,0.37,2025-08-16T09:36:05,2025-08-16
GrocerX,P100017,5.85,2025-08-16T16:27:16,2025-08-16
MarketHub,P100017,6.68,2025-08-16T01:55:05,2025-08-16
ValueFoods,P100017,5.38,2025-08-16T21:17:43,2025-08-16
UrbanMart,P100017,6.08,2025-08-16T03:58:21,2025-08-16
MarketHub,P100018,5.21,2025-08-16T12:27:29,2025-08-16
